id,body,created_at
577799431,"You need to be on corpnet for this. The specific call to the TS Server is:

```cs
   var result = await this.taskHandler.InvokeTSServerAsync(CommandNames.NameOrDottedNameSpan, document, TaskPriority.High, cancellationToken,
                         (proxy, endpoint, operationToken) => proxy.GetNameOrDottedNameSpan(endpoint, document, endPoint.Value.Position, operationToken));
```

We don't use this command currently",2020-01-23T18:04:30Z
637636502,"> Just add those keys bellow to your environment:
> 
> ```
> DISPLAY=needs-to-be-defined
> SSH_ASKPASS=/mingw64/libexec/git-core/git-gui--askpass
> ```
https://github.com/microsoft/vscode/issues/13680#issuecomment-575204695
This solves it! Thank you very much!

Please, check this [section](https://code.visualstudio.com/docs/editor/versioncontrol#_can-i-use-ssh-git-authentication-with-vs-code). In short, it says that you need to start `VSCode` from `GitBash` or such to have required environment variables. Also, if you'd checked these variables in `GitBash` you might get something like this:
![](https://i.imgur.com/4W2kEVb.png).

## Step 1 of 2

For example, if you want to not use `GitBash` to start `VSCode` every time(*because this nonsense! IMHO*), it's possible to add these using `Environment Variables` [window](https://superuser.com/a/949577) or using a command `rundll32.exe sysdm.cpl,EditEnvironmentVariables`(i.e. through cmd.exe).

## Step 2 of 2

In the result it might look like that:
![](https://i.imgur.com/ENniimQ.png)

Now, just restart(not reload) `VSCode` and it should work:
![](https://i.imgur.com/p7YgYeL.png)

Funny thing that it works even if `DISPLAY=WTHeck`, so, it might look for this variable's existence only.

Why not just simply define these(`private key file path` or `SSH_ASKPASS`) as a `JSON` config value somewhere as a workaround, so the `VSCode` would appended these at startup to its internal environment variables?

Related:
<https://github.com/git/git/blob/master/git-gui/git-gui--askpass>",2020-06-02T15:44:12Z
649614357,Any updates? My game-changing extension desperately needs this!!!! https://marketplace.visualstudio.com/items?itemName=EthanSK.restore-terminals,2020-06-25T15:14:54Z
666363124,@CoffeeFueledPanda I never use Snaps. I installed it through AUR on Manjaro. ,2020-07-30T13:25:51Z
683478403,"The current generic implementation works as follows:
- in a debug session VS Code considers only the source of the focused stack frame for showing inline values.
- VS Code's internal tokenizer is used to find all variables in the source (without understanding scope regions of the language).
- the potential variables are looked up in the VARIABLE views and for successful matches the value is shown inline in the editor.

This implementation is lightweight and scales well because:
- instead of a full language parser or AST the implementation piggybacks on the results of the tokenizer.
- finding the variable values piggybacks on the already fetched variable values available in the VARIABLE view.
- any false positives of the tokenizer are easily eliminated because there will be no matching variables in the VARIABLES view.

Problems:
- same named variables from different scope ranges show all the same value. 
- some lookups don't really work or make no sense (see #101797, #113813, #113987) 
- formatting of the inlined value presentation is hardcoded to `variable = value`.",2020-08-30T22:27:02Z
686306343,Is there any estimation on this? Having environment variables available with settings-sync now integrated into _stable_ would be more useful than ever.,2020-09-03T07:21:04Z
692834813,"### `NotebookDocument#languages`

Currently notebook content provider uses this property to indicate which languages for code cells are supported in a specific notebook type. However in Jupyter, supported language is actually a kernel info (standard kernels are single language kernel).

```json
""metadata"": {
	""kernelspec"": {
		""display_name"": ""Micronaut"",
		""language"": ""groovy"",
		""name"": ""micronaut""
	},
	""language_info"": {
		""codemirror_mode"": ""groovy"",
		""file_extension"": "".groovy"",
		""mimetype"": """",
		""name"": ""Groovy"",
		""nbconverter_exporter"": """",
		""version"": ""2.5.6""
	}
}
```

If content provider and kernel provider are registered in different extensions, content provider only knows what's the language being used last time when the document is connected to a kernel

* if there is a `language_info`, it means that's the language being used in existing cells or new cells
* if a new kernel is connected to a document, `kernel_spec/language_info` will be changed accordingly, it will also change the preferred language being used in the document 
* Jupyter document currently doesn't have concepts of polyglot yet.
  * available languages (a .NET kernel supports `csharp`, `fsharp`, `ps1`)
  * default language (maybe `csharp`)


Imagine we built a jupyter content provider, to meet the requirements listed above it needs to

- [x] provide available languages
- [x] provide preferred language (preferred language is from kernel)
- [x] listen to active kernel change event on the document, and read the supported languages of the kernel
  - [x] the kernel should describe what code languages it supports (maybe by `NotebookKernel.metadata` which is a dictionary)
  - [x] the content provider then update the available languages used in the document
- [x] language for a new cell
  - [x] when an untitled document is opened, we can probably ask users what language they want to use (when there are multiple ones)
  - [x] when appending a cell to the document, we can guess based on the context

_notes_

In Jupyter, the frontend gets `kernel_info_reply` from the kernel, which contains kernelInfo and languageInfo.",2020-09-15T16:39:44Z
698489117,"@jrieken I think that would work for an `onDidCopy` event that lets extensions update the clipboard.

However I do think we want VS Code to drive what happens on paste. A few reasons:

- If an extension is misbehaving (such as taking a long time to resolve) we can cut them off.
- VS Code can define settings for what happens on paste instead of leaving it up to each extension.
- We can control how multiple extensions that implement `onWillPaste` are sequenced.
- We can more easily implement a `simple paste` command that pastes without triggering any extensions.
- We could add ui for paste, such [what Office does](https://support.microsoft.com/en-gb/office/control-the-formatting-when-you-paste-text-20156a41-520e-48a6-8680-fb9ce15bf3d6)

",2020-09-24T17:42:25Z
698804428,"Absolutely, but then why a core developer, Microsoft representative, would say otherwise, that you can use the marketplace with Code - OSS?",2020-09-25T08:42:32Z
706507970,"@

- [ ] 

- 

> 

> _**[](url)**_",2020-10-10T08:01:00Z
716694418,Is there an update on this? We are still having this happen in Windows Docker containers making our CI a pain.,2020-10-26T17:09:57Z
717081560,"I'm having the same issues with the Git Graph extension:
![obraz](https://user-images.githubusercontent.com/30685349/97277219-809dea00-1838-11eb-8a78-42d270ea29e8.png)

Related: https://github.com/microsoft/vscode/issues/106667, https://github.com/mhutchie/vscode-git-graph/issues/378

",2020-10-27T08:41:53Z
720143371,"I need this feature. I can't use VSCode because of this.

My screen is constantly littered with a million irrelevant style warnings. They are distracting, unnecessary, and ugly. I cannot work with this.

For the most part, VSCode with its Intellisense, code actions, problem highlighting, and its integration with language extensions is incredible. I need these features to help me code—it's why I want to use this platform. So simply switching off all error highlighting for me is not a solution.

I need filtering. Extension designers add new warnings, corrections and code actions on a whim, and why wouldn't they? They want to add features and create tools that have as much functionality as possible. But because of the lack of customization on the client end, it can be incredibly annoying when this happens. You see, we as coders and (in my case, former) VSCode users also need simplicity. We want to have control over our tools. We want to code with peace of mind.

---

EDIT: I was a bit passionate when I made this post, and I apologize for coming on so hard about VSCode which is an amazing tool—I'm in awe of the work you all do :grinning:. In the end, I hacked my own version of the Haskell Language Server, which was the main offender—so I could use VSCode in the end!—and working with a TypeScript project, for example, is already just a dream experience. Anyhow, though I'll be very excited to see more progress on customizability, meantime, thanks for the great word done! :smile:",2020-11-01T20:03:46Z
721965556,"This doesn't just happen with Markdown files; it is also the case with Python files (.py, ipynb), .cpp files,... anything where the text has highlighting or formatting, I think. This is a big issue for me because I copy and paste code snippets into OneNote, and I want to keep the syntax highlighting in OneNote, but then if I copy and paste from OneNote back into VS code, the code is pasted with non-breaking spaces and doesn't work.",2020-11-04T20:44:57Z
726097284,"I leave this to the respective owners to decide. There are many use-cases with these extensions, and I am not familiar with all of them. So I cannot say for sure what the impact would be if they would be activated after the startup.

The ask is to evaluate if you would like to switch to `onStartupFinished` from `*`.
- [x] vscode.debug-auto-launch @weinand  @connor4312 
- [x] vscode.emmet @rzhao271
- [x] vscode.git @joaomoreno 
- [x] vscode.github @joaomoreno 
- [x] vscode.merge-conflict @chrmarti 
- [x] vscode.search-result @JacksonKearl ",2020-11-12T14:03:27Z
732226970,"I would love to take this out of my (logging) code:
```
// VSCode does not support colors in the output channel:
// https://github.com/Microsoft/vscode/issues/571
NoColor:    true,
```",2020-11-23T15:18:35Z
735768391,"Changing `Terminal > Integrated: Render Type` from `auto` to `canvas` seems to work for me.

![image](https://user-images.githubusercontent.com/3740137/100612551-77aaa780-3313-11eb-837a-874e782ff7a5.png)

UPDATE: This did NOT solve the problem for me.
",2020-11-30T12:54:11Z
739239424,"I also met the same issue when using vs code (not vs code insider) to ssh login CentOS with non-root account, eventually solved it.

After setting `PermitRootLogin no` and changing ssh default port to `8888` for security, my ssh config for vs code is below:

```
Host qcloud
    HostName <IP_ADDRESS>
    User foo
    Port 8888
```

The **true reason** of `Failed to save 'default': Unable to write file (NoPermissions
 (FileSystemError): Error: EACCES: permission denied, open 
'/etc/nginx/sites-available/default')` is below:
the new user account (""foo"" here) need to get the permission of the destination directory first, we can implement it by running the command below:

```bash
sudo setfacl -R -m u:foo:rwx /etc/nginx
```
for my case.

<br>

More general usage:
```bash
sudo setfacl -R -m u:username:rwx /path/to/directory
```

This command will help you get the permission of the directory `/path/to/directory`, without influencing the permissions of any other user or group. Not recommend to use `chown`. This solution can be used on `Mac/Linux`.

When you finish running above command, you can edit and save in VS code. May it be helpful for you. ",2020-12-05T11:36:21Z
739443796,"I also find that the autocomplete in the debug console is unnecessarily agressive. Many other places where autocomplete is used (including VSCode's file editor) are not like this. In the debug console, it replaces what I'm writing when I press enter. If I don't want the suggestion to occur I have to explicitly press escape. It would be much better to have tab use the autocomplete suggestion, and have enter simply execute the command.

I wholeheartedly agree with the person who opened the issue originally: in a shell-like environment, enter is expected to execute what has been typed, not replace it with something unwanted.

EDIT: Yes, reading other comments enter DOES accept in the body of the editor. I simply never noticed because I usually use languages with explicit line endings. Please forgive the mistake.

I still agree that this functionality should be changed. For languages with no line endings, one has to purposefully try to avoid the suggestions. I think that sticking to `tab` for autocomplete, or enter with a modifier (e.g. `shift + enter`) would be a much better choice: users should accept autocomplete by a conscious decision, not by accident.",2020-12-06T02:07:19Z
744016712,"I'd like to suggest that it should use the same format to differentiate between the paths then, like this:
![workBenchTestService.ts .../common <-> workBenchTestService.ts .../browser](https://user-images.githubusercontent.com/43523968/102014689-8d7a8c80-3d57-11eb-9932-df78d3e90954.png)

What do you think about this format? @shasiru if you don't want to implement it and @bpasero if that's ok for you, I'd like to give it a try.",2020-12-13T14:36:31Z
744198728,"TBH I haven’t read the threat thoroughly just wanted to mention one use case which would be nice to be covered by the new API:
Catch2 C++ test framework support BDD style. And the implementation comes with limitation: One can define “sub-test-case” in a test-case but that sub-test-case become available/listed only when the test-case is running/were run. This means that a leaf/test-case has to be able to became a branch/suite and sub-test-cases has to be added at runtime or shortly after the run with the corresponding states.

A couple of months ago the proposed API design might were able to support this. After that I lost tracking. Thanks for considering the use case.

Other thing we have to deal with is the activation event. For user-user perspective they usually prefer lazy init/listing but some actually the opposite. For them now they can init the extension with an “onOpen”-task. 

Bests,


Thank you for your consideration 🙏",2020-12-14T06:18:34Z
747274750,"I see that this thread has been going on for over two and a half years, so it's probably a waste of time to even comment here.

Since I am such a procrastinator and am great at wasting my time, I'll go ahead and throw in my two cents and my vote for this feature.

VSC is not a full-fledged IDE, it is a text editor at heart.  As a text editor it is the best text editor you will find, for the price, ever.  It is not a basic, low footprint editor, like Notepad++ is intended to be.  It has all the bells and whistles any text editor could ever have.  It's as advanced as Sublime, but without the $80 price tag.  It far exceeds Atom, which has a huge community base.  While it'll never beat VIM, it leaves all the others in the dust.  

I've just starting checking out Komodo, and it looks like it could be a little bit of competition in the Gabteide, or the ""Grey Area Between Text Editor and IDE, landscape.

Even though VSC is not a 'real' IDE (whatever that means), it is most certainly an advanced piece of software.  More advanced than any of the other editors listed above.  And you know the one thing it is missing?  It is missing something that all those other editors have.  Even Notepad++ has the ability to do it (though not well implemented).  

Multiple Activity Bar Side Panels (not multiple activity bars)  There's absolutely no reason you couldn't get this in there.  There are at least a hundred viable use cases for this feature.  

Oh yea, except VIM.  No panels at all in that one.  Nope, none.  Not much UI to speak of.  And you'll still never beat VIM!

Sadly, the lack of this feature will keep VSC at the bottom of my toolbox.  I need to be able to take in a lot of information at once.  Those extra panels allow me to do that, which can be more important than any number of editor features in terms of convenience and efficiency.

Multiple Activity Bar Side Panels (not multiple activity bars) could keep VSC in second place though, instead of third, fourth or maybe even fifth (tentative on how Komodo works out for me).

I'd really like to keep you VSC, but when you're only the 5th or occasionally the 4th tool choice for editing my text files, I may as well just uninstall you.",2020-12-17T07:51:41Z
749635068,"I guess that's not a wish list here, but #25887 (extend diff editor with merge features) has no downvote and quite a big community-request-level:
![grafik](https://user-images.githubusercontent.com/6699539/102910490-f1e5cc00-447a-11eb-8ae8-ddfe2604f803.png)
",2020-12-22T16:27:42Z
750755396,"Thanks for the tip @jrieken, I figured that adding the following to my **keybindings.json** worked:

_**EDIT: swapped the two keys, to be aligned with the default value (`insert`) of `editor.suggest.insertMode`**_

```json
  {
    ""key"": ""enter"",
    ""command"": ""acceptSelectedSuggestion"", // to insert
    ""when"": ""suggestWidgetVisible && textInputFocus""
  },
  {
    ""key"": ""tab"",
    ""command"": ""acceptAlternativeSelectedSuggestion"", // to replace
    ""when"": ""suggestWidgetVisible && textInputFocus""
  },
```",2020-12-24T05:50:40Z
750897544,"Also microsoft/vscode#92945

Which subsequently causes xdebug/vscode-php-debug#320",2020-12-24T14:27:33Z
752194599,"**Edited to remove all snark**

Great job VS Code team!",2020-12-29T18:26:06Z
753702600,"You can also reproduce this problem on Linux using symbolic links.

```bash
C:\>ver

Microsoft Windows [Version 10.0.19042.685]

C:\>wsl -d Ubuntu-18.04
/mnt/c$ cd
~$ uname -r
4.19.128-microsoft-standard
~$ git --version
git version 2.17.1
~$ mkdir realgit
~$ cd realgit/
~/realgit$ git init
Initialized empty Git repository in /home/austin/realgit/.git/
~/realgit$ echo test > test.txt
~/realgit$ git add test.txt
~/realgit$ git commit -m inital
[master (root-commit) 9ec21ef] inital
 1 file changed, 1 insertion(+)
 create mode 100644 test.txt
~/realgit$ cd
~$ ln -s realgit fakegit
~$ cd fakegit
~/fakegit$ git rev-parse --show-toplevel
/home/austin/realgit
```

If you open `~/realgit` with VS Code, it works correctly. If you open `~/fakegit` with VS Code, it exhibits the same problems described in this bug.

I also tried a 2.27 version of Git inside docker and `git rev-parse --show-toplevel` behaves the same.

FYI, I think the relevant Git for Windows issue that prompted the behavior change on the Windows side was git-for-windows/git#2481.",2021-01-04T00:39:16Z
754308162,/extPython,2021-01-05T00:28:20Z
754308276,"It looks like this is caused by the Python extension. Please file it with the repository [here](https://github.com/microsoft/vscode-python). Make sure to check their issue reporting template and provide them relevant information such as the extension version you're using. See also our [issue reporting](https://aka.ms/vscodeissuereporting) guidelines for more information.

Happy Coding!",2021-01-05T00:28:40Z
754314019,"(Experimental duplicate detection)
Thanks for submitting this issue. Please also check if it is already covered by an existing one, like:
- [git push to a remote with an ssh password (#69033)](https://www.github.com/microsoft/vscode/issues/69033) <!-- score: 0.501 -->
<!-- potential_duplicates_comment -->",2021-01-05T00:44:20Z
754314023,Thank you as well @bpasero for your continuous effort and assistance in pushing this PR forward!,2021-01-05T00:44:21Z
754318648,"b565c422aa3a9e789d4c6beeec61269350ab6231 adds a `find file references` command for JS/TS. It is implemented by setting `""references.preferredLocation"": ""view""`, calling `editor.action.showReferences`, and then trying to restore the user's old setting",2021-01-05T00:59:52Z
754319670,"@deepak1556 
Thanks for your reply.
[profile.zip](https://github.com/microsoft/vscode/files/5767504/profile.zip)
",2021-01-05T01:03:07Z
754320086,After a few lines of code I was able to convert char index to Position. But it would be good to have it in the API natively. What do you think?,2021-01-05T01:04:29Z
754325140,"For some of us, the problem is much simpler: VSCode takes a while to load up, and then complains about PASCAL not loading correctly, and then that no Python tests were found, and then takes a while to scan the entire source directory for ruby gems, and then tells us that we need to upgrade dart because the dart extension just updated, and then the file loads, but we can't type anything into it because yet another extension is loading and then the extension host crashes and VSCode is brought down to a very basic form without extensions and then we restart the host and then it takes forever and maybe it succeeds.....

All so we can change a line in a C# script for Unity.

It would be nice to say in the global config ""These set extensions should always load on every VSCode instance"" and then in a local config file in the project ""Enable these extensions"". and as long as the latter exists, all extensions not listed in the former are disabled while those in the latter are re-enabled for that specific workspace. Even if changes to the file required reloading the window, that would be preferable to having everything load and having to trust the extension author was smart enough and considerate enough to get right when the extension should be loaded. This isn't even really a problem because VSCode reloads already upon opening a workspace or folder. 

But we can't. why is Pascal loading in a C# Unity workspace? Why is Python loading for that javascript project I'm working on over here? Being able to disable them all except globally enabled ones, and re-enable them by workspace and in user defined groupings (C# group, Unity Group, Python Group, Flask Group, etc) would be the best. ",2021-01-05T01:22:51Z
754336449,"Also #113741

I believe any SCM view refresh will trigger this bug (possibly because it replaced the input box element with a new one), including stage/unstage files, clicking refresh button, etc

![GIF 2021-1-5 9-57-48](https://user-images.githubusercontent.com/1330321/103597990-856bd200-4f3c-11eb-95d9-a02828287a2d.gif)

However, it behaves a little different on my machine, the SCM refresh cancels my text composition, but I can still input more Chinese to the input box.

```
Version: 1.53.0-insider (user setup)
Commit: 98106c48a07d4d07f0f71b4db9b3ff156f223339
Date: 2021-01-01T05:22:15.141Z
Electron: 11.1.0
Chrome: 87.0.4280.88
Node.js: 12.18.3
V8: 8.7.220.29-electron.0
OS: Windows_NT x64 10.0.17763
```",2021-01-05T02:01:21Z
754339693,"#113297 'Source Control' commit message input some time block

Maybe another variant.",2021-01-05T02:12:11Z
754349567,"> will this work fine on Windows ARM?

@roblourens I ran through some of the scenarios, thanks to @sbatten running some things for me, and believe this should all work fine on Windows ARM because:

1. ""Windows PowerShell"" on ARM is x86 as is ""Windows PowerShell (x86)"" on ARM...
2. There is no Windows ARM PowerShell 7 MSI... and even if it existed it would go in the same place as the x64 version and would be called ""PowerShell"" not ""PowerShell x64"" which I think makes sense",2021-01-05T02:40:24Z
754350779,"> If you want to search in .git, you need to set that to `false`

ensure it enable, ""search.exclude"" will effect.
![image](https://user-images.githubusercontent.com/7554917/103600621-d4b50100-4f42-11eb-8e32-ab8929124bbf.png)
",2021-01-05T02:43:44Z
754352154,"version 1.52.1, every time",2021-01-05T02:47:38Z
754358272,"<!-- 6d457af9-96bd-47a8-a0e8-ecf120dfffc1 -->
This feature request is now a candidate for our backlog. The community has 60 days to [upvote](https://github.com/microsoft/vscode/wiki/Issues-Triaging#up-voting-a-feature-request) the issue. If it receives 20 upvotes we will move it to our backlog. If not, we will close it. To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:03:43Z
754358403,"<!-- 9078ab2c-c9e0-7adb-d31b-1f23430222f4 -->
:slightly_smiling_face: This feature request received a sufficient number of community upvotes and we moved it to our backlog. To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:07Z
754358414,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:09Z
754358418,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:11Z
754358438,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:13Z
754358447,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:15Z
754358469,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:18Z
754358480,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:20Z
754358497,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:23Z
754358507,"<!-- 8f679c1b-b8df-69ca-c20a-0e1342f111e3 -->
:slightly_frowning_face: In the last 60 days, this feature request has received less than 20 community upvotes and we closed it. Still a big Thank You to you for taking the time to create this issue! To learn more about how we handle feature requests, please see our [documentation](https://aka.ms/vscode-issue-lifecycle).

Happy Coding!",2021-01-05T03:04:25Z
754359392,"Merging in, although this feature is still experimental 

You can set `simpleBrowser.opener.enabled` to enable opening http and https links in the simple browser",2021-01-05T03:06:41Z
754365002,New upstream issue: https://github.com/nodejs/node/issues/36790,2021-01-05T03:23:04Z
754367218,"A few questions:

* What version of PowerShell is this? (open a PowerShell console and type `$PSVersionTable`)
* Do you have any antivirus software on your machine that could be blocking PowerShell?
* Did this just start happening recently? (did this work before?)
* Are you opening a folder? Is that folder a network drive/UNC path?",2021-01-05T03:29:17Z
