,id,body,created_at
43,754833070," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridstable; No significant bundle size changes to report. Size changes (stable) <p align=""right"" Generated by :no_entry_sign: <a href="" against 4972f76c2af4d3698deecbda825cd3069bf81843 </p ",2021-01-05T18:58:41Z
44,754833338," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridexperimental; No significant bundle size changes to report. Size changes (experimental) <p align=""right"" Generated by :no_entry_sign: <a href="" against 4972f76c2af4d3698deecbda825cd3069bf81843 </p ",2021-01-05T18:59:09Z
45,754834930,"The reason this was fixed is because for some reason, before, we only did the check in commitLifeCycles, and not flushPassiveEffectsImpl (see [here]( Now we always create the effect in commitHookEffectListMount, so the check is always run.",2021-01-05T19:02:05Z
46,754841924,"In my case, the text was already rendering in the span tag. However, what worked for me is adding a key attribute to my span tag.",2021-01-05T19:15:22Z
47,754873329,"Hi ! Thank you for your pull request and welcome to our community. We require contributors to sign our Contributor License Agreement, and we don't seem to have you on file. In order for us to review and merge your code, please sign at < If you are contributing on behalf of someone else (eg your employer), the individual CLA may not be sufficient and your employer may need to sign the corporate CLA. If you have received this in error or have any questions, please contact us at [cla.com](mailto:cla.com?subject=CLA%20for%20facebook%2Freact%20%2320551). Thanks!",2021-01-05T20:14:52Z
48,754874747,"This pull request is automatically built and testable in [CodeSandbox]( To see build info of the built libraries, click [here]( or the icon next to each commit SHA. Latest deployment of this branch, based on commit 2e20506f4b96eb1a5e925a70873e528ebaf6e3a0: |Sandbox| Source | ||| |[React]( Configuration | ",2021-01-05T20:17:28Z
49,754876381," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridexperimental; No significant bundle size changes to report. Size changes (experimental) <p align=""right"" Generated by :no_entry_sign: <a href="" against 2e20506f4b96eb1a5e925a70873e528ebaf6e3a0 </p ",2021-01-05T20:20:47Z
50,754876511," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridstable; No significant bundle size changes to report. Size changes (stable) <p align=""right"" Generated by :no_entry_sign: <a href="" against 2e20506f4b96eb1a5e925a70873e528ebaf6e3a0 </p ",2021-01-05T20:21:02Z
51,754892838,Nice find! This is technically a breaking change so we should wrap it in a flag. Will turn on before 18.,2021-01-05T20:53:50Z
52,754893133,Oh nvm it's just a warning?,2021-01-05T20:54:26Z
53,754932965,Tests were failing b'c we never enabled cache for experimental test renderer builds (so the hook was missing).,2021-01-05T22:10:39Z
54,754944183,bumb,2021-01-05T22:36:44Z
55,755029276,"Hi ! Thank you for your pull request and welcome to our community. We require contributors to sign our Contributor License Agreement, and we don't seem to have you on file. In order for us to review and merge your code, please sign at < If you are contributing on behalf of someone else (eg your employer), the individual CLA may not be sufficient and your employer may need to sign the corporate CLA. If you have received this in error or have any questions, please contact us at [cla.com](mailto:cla.com?subject=CLA%20for%20facebook%2Freact%20%2320552). Thanks!",2021-01-06T02:08:08Z
56,755030122,"This pull request is automatically built and testable in [CodeSandbox]( To see build info of the built libraries, click [here]( or the icon next to each commit SHA. Latest deployment of this branch, based on commit e16a67abdb33074e4c8e08f436fb770064a1b199: |Sandbox| Source | ||| |[React]( Configuration | ",2021-01-06T02:10:42Z
57,755031425," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridstable; No significant bundle size changes to report. Size changes (stable) <p align=""right"" Generated by :no_entry_sign: <a href="" against e16a67abdb33074e4c8e08f436fb770064a1b199 </p ",2021-01-06T02:14:45Z
58,755031657," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridexperimental; No significant bundle size changes to report. Size changes (experimental) <p align=""right"" Generated by :no_entry_sign: <a href="" against e16a67abdb33074e4c8e08f436fb770064a1b199 </p ",2021-01-06T02:15:30Z
59,755116192,"This pull request is automatically built and testable in [CodeSandbox]( To see build info of the built libraries, click [here]( or the icon next to each commit SHA. Latest deployment of this branch, based on commit 27e5f633dc5f1ea6026db81f9b39eb9687945ec0: |Sandbox| Source | ||| |[React]( Configuration | ",2021-01-06T06:42:03Z
60,755119524,"This is the default dom behavior, unrelated to React. [HTMLSelectElement.value]( A DOMString reflecting the value of the form control. Returns the value property of the first selected option element if there is one, otherwise the empty string. You can use [HTMLSelectElement.selectedOptions]( to get the selected options which is a HTMLCollection. See the updated example: [",2021-01-06T06:50:18Z
61,755138689,"I'd expect this to fail Flow without the changes to ReactNativeTypes. Also, you'll want to add some unit tests for these (React has unit tests!) You can check out the history of those files to find previous PRs I've made for examples of how to write tests",2021-01-06T07:38:32Z
62,755139703,"If you'd like to roll this out incrementally, you could add the Fabric implementation behind a React feature flag, and if the flag is false have it use the Paper implementation. Then you can migrate JS callsites to the new api now without waiting for the native fabric code to have that method yet. ",2021-01-06T07:41:29Z
63,755160052,Please experiment with markdown (e.g. or pull requests (see for further documentation) on a personal repository. Opening PRs creates notifications for maintainers and everyone watching this repository.,2021-01-06T08:29:20Z
64,755161954,Answered on StackOverflow. but I am unable to get any answer for this question from stackoverflow You can't expect a satisfying answer to your question within a day on StackOverflow. You might also be interested in existing issues: ,2021-01-06T08:33:18Z
65,755166048,Perfectly answered in ,2021-01-06T08:42:56Z
66,755168252,Please experiment with markdown (e.g. or pull requests (see for further documentation) on a personal repository. Opening PRs creates notifications for maintainers and everyone watching this repository.,2021-01-06T08:47:47Z
67,755171595,"Thanks for answering. Have accepted your answer . Will follow the linked issue. You can't expect a satisfying answer to your question within a day on StackOverflow. Sorry about that  , was in a bit of deadline that's why. But will keep in mind for future. Btw is there any interest towards enabling github discussions on this repo ? Because lots of issues could belong better in Github discussions. ",2021-01-06T08:54:49Z
68,755295957,Shouldn’t we be deprecating method calls on host instances in favor of module level calls that pass an instance anyway? Why do this in two steps instead of just deprecating the calls directly in both places and add the third? You’d make people migrate to this only to migrate away later.,2021-01-06T13:22:19Z
69,755341327,"Thanks for the report. This behavior changed in React 17 intentionally. A workaround is explained in the [React 17 Release candidate blog post]( jsx export default function Blah() { const node = useRef() useEffect(() = { const currentNode = node.current; return () = { console.log(currentNode) } }, []) return ( <div ref={node} ... </div ) } ",2021-01-06T14:47:42Z
70,755341845,"Oh, looks like I didn't notice that. Thx.",2021-01-06T14:48:37Z
71,755351171,"Hi ! Thank you for your pull request and welcome to our community. We require contributors to sign our Contributor License Agreement, and we don't seem to have you on file. In order for us to review and merge your code, please sign at < If you are contributing on behalf of someone else (eg your employer), the individual CLA may not be sufficient and your employer may need to sign the corporate CLA. If you have received this in error or have any questions, please contact us at [cla.com](mailto:cla.com?subject=CLA%20for%20facebook%2Freact%20%2320556). Thanks!",2021-01-06T15:03:58Z
72,755352650,"This pull request is automatically built and testable in [CodeSandbox]( To see build info of the built libraries, click [here]( or the icon next to each commit SHA. Latest deployment of this branch, based on commit 423800ee089d1a556edae4ea827c88e494c8965a: |Sandbox| Source | ||| |[React]( Configuration | ",2021-01-06T15:06:15Z
73,755355199," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridstable; No significant bundle size changes to report. Size changes (stable) <p align=""right"" Generated by :no_entry_sign: <a href="" against 423800ee089d1a556edae4ea827c88e494c8965a </p ",2021-01-06T15:10:29Z
74,755355300," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridexperimental; No significant bundle size changes to report. Size changes (experimental) <p align=""right"" Generated by :no_entry_sign: <a href="" against 423800ee089d1a556edae4ea827c88e494c8965a </p ",2021-01-06T15:10:39Z
75,755368319,Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Facebook open source project. Thanks!,2021-01-06T15:31:21Z
76,755430458,"Hey , simply add overflowanchor: none; on list element. More on this [here]( and [here]( This behavior is not related to react.",2021-01-06T17:04:33Z
77,755571247," Shouldn’t we be deprecating method calls on host instances in favor of module level calls that pass an instance anyway? Why do this in two steps instead of just deprecating the calls directly in both places and add the third? You’d make people migrate to this only to migrate away later. Just trying to understand this does that mean we no longer want to be calling functions like ref.measure, ref.blur() etc? Are we planning to deprecate these too? What's the new way?",2021-01-06T19:35:39Z
78,755649508,"I'm not sure what the latest API proposal is but it should be something like instead of ref.measure(...) it would be LayoutSomethingSomething.measure(ref, ...), and instead of ref.blur() it would be FocusManagerOrSomething.blur(ref).",2021-01-06T20:32:19Z
79,755727665," Eli's proposal is here: I will be updating this PR to remove methods from the HostComponent API, and follow a pattern similar to viewCommands.",2021-01-06T21:32:49Z
80,755823439," is it accurate to say that by switching from v9 to v11, in order to add support for one OS, it broke support for another OS?",2021-01-07T01:24:12Z
81,755870429,"This pull request is automatically built and testable in [CodeSandbox]( To see build info of the built libraries, click [here]( or the icon next to each commit SHA. Latest deployment of this branch, based on commit f9cc0ba618dcc5aa34082e484e6d76e99127ed15: |Sandbox| Source | ||| |[React]( Configuration | ",2021-01-07T04:08:41Z
82,755871684," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridexperimental; No significant bundle size changes to report. Size changes (experimental) <p align=""right"" Generated by :no_entry_sign: <a href="" against f9cc0ba618dcc5aa34082e484e6d76e99127ed15 </p ",2021-01-07T04:13:23Z
83,755871811," <! 0 failure: 0 warning: 2 markdown notices DangerID: dangeridstable; No significant bundle size changes to report. Size changes (stable) <p align=""right"" Generated by :no_entry_sign: <a href="" against f9cc0ba618dcc5aa34082e484e6d76e99127ed15 </p ",2021-01-07T04:13:46Z
84,755875689,Made some updates. Will add tests later.,2021-01-07T04:28:08Z
85,755912183,This repo is for issues with React itself. Please create this issue in the Create React App repo with a repo we can use to reproduce.,2021-01-07T06:20:08Z
86,756038095,can you merge the fix with a feature flag? (i.e. enableable from settings) I'm having the __REACT_DEVTOOLS_GLOBAL_HOOK__ fix and I want to remove it!,2021-01-07T10:44:56Z
87,756139945,"No. If there was a simple fix that just needed to be merged, it would have been merged already. Both previous attempts to fix this have needed to be reverted because they've caused unexpected problems. Regardless, the fix is not something that could be enabled/disabled via a setting– because it requires changes to things like the extension manifest JSON.",2021-01-07T14:11:54Z
88,756141270,"No? What Os was broken by the switch from v9 to v11? We haven't even released that change yet. This issue was broken prior to that upgrade. My point in mentioning it was that– beyond upgrading to the latest Electron, there isn't much we can do on our end (short of a major rewrite to move away from Electron entirely which we don't have the bandwidth for).",2021-01-07T14:14:05Z
89,756185455,"I'm sorry you experienced this bug!  Looks like this problem was already reported though () so I'm going to mark this issue as a duplicate and close it. If you have additional context that might help us repro this problem, please leave a comment on the other issue! Thank you",2021-01-07T15:27:25Z
90,756186827,I'd welcome a PR that updates the README for standalone to add a section for Debian.,2021-01-07T15:29:24Z
91,756199638,"This is not an issue of React itself because React doesn't have any type definition for TypeScript in the repository. I think you should file the issue to which is the repository that maintains /react and /reactdom, or ",2021-01-07T15:49:27Z
92,756208983,"The effect is using handler so it should be included in the deps array. The effect hook is not the same mental model as the lifecycle methods class components have. I highly recommend reading the blog post to understand the concept of the effect model. If you have confidence for the usage and want to keep the deps array empty, you can disable the warning by eslintdisablenextline reacthooks/exhaustivedeps ",2021-01-07T16:04:11Z
93,756212757,Stop using npm link and use [yalc]( if you want to save yourself hours of misery,2021-01-07T16:10:04Z
94,756280910,Answered in ,2021-01-07T18:01:27Z
95,756338324,"Thanks for the PR, but we generally don't take PRs that make things ""cleaner"". They very rarely help and usually tend to introduce subtle bugs. In general, we prefer verbose lowlevel code that's inlined instead of outlined helpers even when they're more legible.",2021-01-07T19:41:27Z
96,756339423,"Thanks for the PR! Do you know if the demo fully runs on Node 12 after this? I'm not sure how useful this is in practice since these packages won't be productionready for a while, and 14 is LTS anyway. ",2021-01-07T19:43:15Z
97,756357972,hey I beleive that the demo does fully run on Node 12 after this change (and the one I sent to the demo)... although to be honest I didn't test it out extensively.,2021-01-07T20:15:54Z
98,756366155,I would love to work on this issue.,2021-01-07T20:31:28Z
99,756437676,we had two versions of React being installed in a monorepo. needed to use metro's blacklistRE field and alias react to root node_modules,2021-01-07T22:58:19Z
100,756499388,Here's another similar discussion: ,2021-01-08T02:03:49Z
101,756508521, Got it. Thanks for your explanation.,2021-01-08T02:36:02Z
102,756525895,"Intermediate thing to get you all through. My tests seem to confirm it's all good, but still, use with caution. js import {useEffect, useRef} from 'react'; const equal = (a: unknown[], b: unknown[]): boolean = { if(a === b) return true; if(a.length !== b.length) return false; return a.every((e,i) = Object.is(e,b[i])); }; export const useEffectVariadic = (create: () = (() = void)|void, deps: unknown[]): void = { const prevDeps = useRef<unknown[]([]); const count = useRef<number(0); if(!equal(prevDeps.current, deps)) count.current++; prevDeps.current = deps; useEffect(create, [count.current]); }; // usage like normal useEffect useEffectVariadic(() = { console.log(""hi""); }, variableLengthArrayOfStuff); ",2021-01-08T03:35:19Z
103,756550957,Thanks for the report. I was unable to reproduce this issue with codesandbox ( It seems to me that this is not caused by React but your build tool (e.g. createreactapp or next.js or a custom webpack config). I recommend that you file an issue in the repositories responsible for those tools. Be sure to include a minimal reproducible example.,2021-01-08T05:15:03Z
104,756797963, 1. It worked the first time I ran it. 2. Then I added useRef and console for debugging (don't think is related to the but might help) Unfortunately these steps aren't going to help us repro the bug being reported here. Can you please provide a link to the code that you're running when this happens?,2021-01-08T14:56:28Z
105,756829931," there are only 5 calls to fs promise APIs that were causing issues with the built in flow definitions. I've pushed f49efc8 which ignores types for those 5 calls so we can remove all the custom type information related to fs / promises and rely entirely on the builtin types elsewhere. Unsure if this approach is preferable, feel free to drop the commit and force push if you don't like the approach.",2021-01-08T15:52:16Z
106,756919985,Sorry closed it by mistake. I added repo link and some more steps to reproduce it.,2021-01-08T18:20:55Z
107,756920903,"Good explanation , thanks!",2021-01-08T18:22:38Z
108,756922653,Thank you. That would be very helpful.,2021-01-08T18:26:06Z
109,756925267,"Do you mean the messenger.com homepage? That works for me. <img width=""987"" alt=""Screen Shot 20210108 at 1 31 13 PM"" src="" ",2021-01-08T18:31:36Z
110,756926524,"Hey , if you can't reproduce this without testinglibrary, I recommend tracking this in the issue you created there in If this ends up being a bug in React let us know.",2021-01-08T18:34:00Z
111,756927241,"It just started working again for me, yet now it shows up with ""Anonymous"" under the compiler section, which is different then what I used to see. Thank you for your help and quick response! On Fri, Jan 8, 2021, 10:31 AM Ricky <notifications.com wrote: Do you mean the messenger.com homepage? That works for me. [image: Screen Shot 20210108 at 1 31 13 PM] < — You are receiving this because you authored the thread. Reply to this email directly, view it on GitHub < or unsubscribe < . ",2021-01-08T18:35:21Z
112,756927727,Also can't repro and React doesn't really touch CSS files directly says. Closing until there's more information that shows this is a React issue.,2021-01-08T18:36:24Z
113,756935091,No sweat!,2021-01-08T18:52:57Z
114,756989204,"Encountered this issue while using an SVG image with many paths (in my case the 4631 paths are rendered ok, but when I add one more I got the dev tools error). react_devtools_backend.js:5158 Uncaught RangeError: Maximum call stack size exceeded at shouldFilterFiber (react_devtools_backend.js:5158) at mountFiberRecursively (react_devtools_backend.js:5820) at mountFiberRecursively (react_devtools_backend.js:5880) at mountFiberRecursively (react_devtools_backend.js:5880) at mountFiberRecursively (react_devtools_backend.js:5880) I import the svg using: import { ReactComponent as Map } from './map.svg'; ",2021-01-08T20:43:10Z
115,757056793,"This pull request is automatically built and testable in [CodeSandbox]( To see build info of the built libraries, click [here]( or the icon next to each commit SHA. Latest deployment of this branch, based on commit 0e9ccb78c131f74faf7d2a7102d792170a3b653c: |Sandbox| Source | ||| |[React]( Configuration | ",2021-01-09T00:10:08Z
116,757057906," <! 0 failure: 1 warning: Could not find bu... 1 markdown notices DangerID: dangeridstable; <table <thead <tr <th width=""50""</th <th width=""100%"" datadangertable=""true""Warnings</th </tr </thead <tbody<tr <td</td <tdCould not find build artifacts for base commit: 8e5adfbd7e605bda9c5e96c10e015b3dc0df688e</td </tr </tbody </table Size changes (stable) <p align=""right"" Generated by :no_entry_sign: <a href="" against 0e9ccb78c131f74faf7d2a7102d792170a3b653c </p ",2021-01-09T00:14:53Z
117,757057938," <! 0 failure: 1 warning: Could not find bu... 1 markdown notices DangerID: dangeridexperimental; <table <thead <tr <th width=""50""</th <th width=""100%"" datadangertable=""true""Warnings</th </tr </thead <tbody<tr <td</td <tdCould not find build artifacts for base commit: 8e5adfbd7e605bda9c5e96c10e015b3dc0df688e</td </tr </tbody </table Size changes (experimental) <p align=""right"" Generated by :no_entry_sign: <a href="" against 0e9ccb78c131f74faf7d2a7102d792170a3b653c </p ",2021-01-09T00:15:03Z
118,757067862,how about set esModule to true ?,2021-01-09T01:02:05Z
119,757073240,"Your issue may be because your __html top most element is a <p tag, and you are using dangerouslySetInnerHTML on a <p tag. I also ran into this issue, and found that using a outermost <span tag fixes the issue.",2021-01-09T01:33:54Z
120,757108647, ;) Is this working with ReactJs or NodeJs?,2021-01-09T07:09:58Z
