,id,body,created_at
25,754575920,[Paul Zimmermann (INRIA)]( recently compared the accuracy of several math libraries: [accuracy.pdf]( This includes a comparison of quadrupole precision between glibc and icc. See also his talk [How Slow is Quadruple Precision]( on [Variable Precision in Mathematical and Scientific Computing](,2021-01-05T11:21:20Z
26,754583270,"I found a temporary fix for this: It is only necessary to set the AR shell variable using export AR=/usr/bin/ar However, this is not really ""the"" solution, and I am confused as to whose fault this is. Someone mentioned that this might be a problem with the python distribution I am using (which is condaforge).",2021-01-05T11:37:22Z
27,754583426,": Have you installed Cython? Cythonizing sources Processing numpy/random/_bounded_integers.pxd.in Processing numpy/random/_philox.pyx Traceback (most recent call last): File ""/private/var/folders/gy/jzs3xnwd1z3203d75y_31nxc0000gn/T/pipreqbuild6ap9n5ru/tools/cythonize.py"", line 59, in process_pyx from Cython.Compiler.Version import version as cython_version ModuleNotFoundError: No module named 'Cython' ",2021-01-05T11:37:45Z
28,754600626,"Quadruple precision arithmetic functions are slow because packing to/unpacking from IEEE 754 format are pretty complicated. If computation speed is important, doubledouble is much faster. SLEEF quad library is designed in a way that the frontend and backend are separated. The frontend does packing and unpacking. Computation by the backend is all carried out with tripledouble operations. Thus, it is easy to add another frontend for a different format.",2021-01-05T12:16:51Z
29,754751458,"This is outside of numpy's control: python x = np.array([ float('nan'), 56.3, 35.2, float('nan'), 5.7, 22., 18.9, 8., 7.7, 47.3, 51.6, 54.1, 47.3, 51.6]) y = np.roll(x, 1) numpy is not in the picture any more x = x.tolist() y = y.tolist() but your tests still fails print(max(x)) print(max(y)) ",2021-01-05T16:39:20Z
30,754757624," Could the same magic be used to make datetime64 and timedelta64 available? Yes, but let's leave that to a follow up Trying to follow up on this, added ctypedef class numpy.datetime64 [object PyObject]: pass ctypedef class numpy.timedelta64 [object PyObject]: pass along with the declarations in this PR, but at import time I'm getting RuntimeWarning: numpy.datetime64 size changed, may indicate binary incompatibility. Expected 16 from C header, got 32 from PyObject which is enough to stop the tests from running. Did you have something else in mind for how the followup would work?",2021-01-05T16:50:51Z
31,754777032,"Is numpy.datetime64 currently exposed as the full struct? You can add an ignore flag like for ndarray I guess, although I am surprised it is necessary, and I am curious whether this is just a matter of recompiling? (assuming this is within NumPy itself, if it is outside you should not have to recompile of course.)",2021-01-05T17:21:39Z
32,754781261,We could add a PyInterrupt_Occurred() (if that was the command) check every time we entering another level of sequence unpacking. That should be easy to do for someone familiar with the Python CAPI and not scared of digging into the code.,2021-01-05T17:29:14Z
33,754782336,"There are uses for quad precision apart from it starting to show up with hardware support. I looked into it because I'd like to use it for a new datetime type. I think astropy uses double double for that, they need the extra precision. As a historical note, VAX had a quad precision type back in the 1980's and I found it useful on occasion. ",2021-01-05T17:31:14Z
34,754786736,", you need to use object PyDatetimeScalarObject as I do in the top PR comment. I suspect you'll need to remove the current PyDatetimeScalarObject cython struct two, to prevent them overlapping.",2021-01-05T17:39:05Z
35,754796988,"Even with a uint8 dtype, that array seems to have more than 4GiB of size. I expect you are storing it compressed, and reading it into NumPy will decompress it. Probably just np.asarray(mask_raster) is enough to give the error.",2021-01-05T17:55:58Z
36,754820429,"For your problem, I assume that find_objects and then using just boolean logic w = mask_raster == object_id and np.count_nonzero(w) and object_values = original_data[w] is better though. unique needs to sort the array, that is a huge waste probably, when all your blobs are likely well defined and in one area.",2021-01-05T18:35:13Z
37,754843509," I think this could be made better looking using stacked parametrizations, the product/nested iteration, for instance, can be done python .mark.parametrize(""one"", [...]) .mark.parametrize(""two"", [...]) def test_me(one, two): pass Done",2021-01-05T19:18:17Z
38,754844141,"When I disable ctypedef struct PyDatetimeScalarObject: PyObject_HEAD npy_datetime obval PyArray_DatetimeMetaData obmeta ctypedef struct PyTimedeltaScalarObject: PyObject_HEAD npy_timedelta obval PyArray_DatetimeMetaData obmeta and in its place put ctypedef class numpy.datetime64 [object PyDatetimeScalarObject]: cdef npy_datetime obval cdef PyArray_DatetimeMetaData obmeta ctypedef class numpy.timedelta64 [object PyTimedeltaScalarObject]: cdef npy_timedelta obval cdef PyArray_DatetimeMetaData obmeta I get compiletime errors below where PyDatetimeScalarObject and PyTimedeltaScalarObject are referenced. Disabling those functions for now numpy compiles, but when running pytest numpy/core/tests/test_cython.py i get compiletime errors for checks.pyx complaining about just about everything in the cnp namespace. just passing instead of declaring the attributes on datetime64/timedelta64 gives the same errors.",2021-01-05T19:19:25Z
39,754844612,Thanks ,2021-01-05T19:20:14Z
40,754854756,So the potential issue with the compiler assuming alignment only applies with the loop unrolling macro? EDIT: Or is it that it is a performance issue with auto vectorization? Which probably does not matter elsewhere.,2021-01-05T19:39:33Z
41,754955283, unique val of ar1: [0. 1.] and ar2: [0. 1.] That shows that ar1 and ar2 are arrays of floating point values. The bitwise operators do not accept floating point inputs. Convert them to integer arrays (e.g. ar1.astype(int)) before passing them to bitwise_or.,2021-01-05T23:05:52Z
42,754961893,Thank you!!,2021-01-05T23:24:30Z
43,755087498,"I think that's how it has always behaved. np.any() is essentially np.logical_or.reduce(), and np.logical_or() on object arrays follows the behavior of the or operator, returning the first of its operands that is truthy, not a bool. np.any() predates the builtin any(), so the difference is unfortunate, but not a bug.",2021-01-06T05:26:34Z
44,755096139," thanks. The behavior surfaced using pandas.DataFrame.any() and expectations were based on their docs. You mentioned a difference between np.any() and builtin any() is this the difference between np.any(arr) and arr.any()? Both seem to give the same result. python arr = np.array(['s', 1], dtype=object) np.any(arr) also returns s. ",2021-01-06T05:49:47Z
45,755101299,"In addition to this, would it be a good idea to have a function that does what we expect numpy.fromfunction to do? This would call the provided function ""no of elements in shape"" (shape[0]shape[1]...) times giving it tuples like so (0,0) (0, 1)... It would also always return an np.array of shape shape where the value at (i, j)th index is function(i, j)",2021-01-06T06:03:19Z
46,755112270,"ok, then I will use my workaround and close the issue. sorry for bothering and thank you for your time",2021-01-06T06:32:16Z
47,755117409,Could you move the deprecation test to the proper file? Otherwise this looks good to me.,2021-01-06T06:45:07Z
48,755171534, I see this didn't make it into the 1.19.5 version ( shouldn't this simple patch be backported?,2021-01-06T08:54:42Z
49,755212503,"I would also find NumPy popcount/countbits useful. In case it's helpful for anyone: as well as Numba it's also available in JAX, as [jax.lax.population_count]( and here's an implementation in terms of other NumPy functions: ",2021-01-06T10:16:02Z
50,755216577,"Argh yes, that is an oversight. I should have put on a label, then would have seen it when deciding what to backport for 1.19.5. Done now; luckily 1.20.0 is also imminent, so the damage is very limited. I checked the fix is in the 1.20.x branch.",2021-01-06T10:24:40Z
51,755293840, I should have put on a label The milestone needed to be 1.19.5. NumPy 1.20.0 is waiting for pyarrow to release. If they don't get a move on I'll release anyway.,2021-01-06T13:17:49Z
52,755295179,I'm not planning on another 1.19 release.,2021-01-06T13:20:40Z
53,755300196,", wieser, doliskani, thank you for the insightful discussion! Given the ambiguity of the problem, let's close this one asis.",2021-01-06T13:31:37Z
54,755324181," As a comparison of popularity, I did some Google search to see if there are people interested in the functions of these __builtin routines. It seems that judging by the relevance of top results and the total number of search results: popcount (""python count one bits""): 4070000 results ... parity (""python integer parity""): 1040000 results Note parity is trivial to implement if you have an efficient popcount. (parity=popcount&1)",2021-01-06T14:17:50Z
55,755385874,"No, I meant the Python builtin any(). It came into the language after Numeric (numpy's predecessor) had the function Numeric.any() (now numpy.any()). If the builtin any() had existed earlier (with its boolreturning behavior), we probably would have made Numeric.any() match.",2021-01-06T15:59:06Z
56,755387641,"Actually, that timing may not be true. Faulty memory.",2021-01-06T16:01:41Z
57,755392477,"I think they came in with numpy, which was released a little before Python 2.5, the first release with the any() and all() builtins. So a closerrun thing than I remember. We might also have had any() and all() in the Numericbased scipy earlier than that, though it's more effort than I think it's worth to do the code archaeology to figure out.",2021-01-06T16:09:14Z
58,755397144,Sounds like an OpenBLAS cpu detection problem. frbg Thoughts?,2021-01-06T16:16:09Z
59,755400474,"Done, we could consider deprecating even more, but I guess this might be a good (and easy) first step. Yeah, I think I first wrote that at a time when I was considering to stop relying on that file so much (The original reason, and most of the magic in that file, was to work around python issues with warnings, which were eventually fixed).",2021-01-06T16:20:04Z
60,755401771,"Note that we do test on aarch64 during the wheel build, so docker may also be at fault. Where did you get it?",2021-01-06T16:20:50Z
61,755432611,"Great, has a link to which includes an [example]( for extending with quad types.",2021-01-06T17:08:19Z
62,755438271,"Not sure what the illegal instruction could be the getauxval(AT_HWCAP) in dynamic_arm64.c may be a priviledged call in some circumstances but it has been in the code for two years, the only recent change was my addition of an attempt to read cpuid information from /sys/devices in the event that getauxval did not succeed. (OpenBLAS PRs 2952 and 3004) export OPENBLAS_CORETYPE=ARMV8 (or whatever the actual hardware is) before launching python should hopefully get around this.",2021-01-06T17:18:29Z
63,755444034," Hey, I was facing the same problem and due to the issue that you mentioned. Thanks :) ",2021-01-06T17:28:35Z
64,755446663,Thanks ,2021-01-06T17:33:16Z
65,755704225," here's an implementation in terms of other NumPy functions: This is an implementation of divideandconquer popcount, which is going to be substantially slower than something that uses native popcount instructions. shows 4× slowdown on native code, but the Python implementation will be way slower than that I suspect.",2021-01-06T21:11:51Z
66,755743899,Haha yes I wasn’t claiming it was efficient . Perhaps I should have added an explicit warning.,2021-01-06T22:09:42Z
67,755762142,"Here's a numpyonly approach I coded up this morning (to fill the need that lead me here) I have not profiled it, but it made my simulation acceptably fast. python create a lookup table for set bits per byte lookuptable = np.array([bin(i).count('1') for i in range(256)]).astype(np.int32) def count_set_bits(v): 'returns the count of set bits in each element of v' assert v.dtype in (np.uint8, np.uint16, np.uint32, np.uint64), 'must be an unsigned int dtype' return lookuptable[np.reshape(v.view(np.uint8), v.shape + (1, ))].sum(axis=1) ",2021-01-06T22:43:41Z
68,755822314,"Tabledriven is probably the best choice for this situation, and this is a nice implementation. Thanks! That said, still want a popcount primitive. :)",2021-01-07T01:20:36Z
69,755916689,"For you reference (Macbook M1), OPENBLAS=""$(brew prefix openblas)"" MACOSX_DEPLOYMENT_TARGET=11.1 pip3 install numpy pandas nousepep517 It will install pandas1.2.0 and numpy1.19.5 successfully.",2021-01-07T06:32:01Z
70,755993207,"LGTM. This is a reshuffle to enable changes in the future, with no real code changes.",2021-01-07T09:22:28Z
71,755994852,"I think we can close this issue and declare the bounty complete. The original bounty says: NumPy contains SIMD vectorized code for x86 SSE and AVX. This issue is a feature request to implement native, equivalent enablement for Power VSX, achieving equivalent speedup appropriate for the SIMD vector width of VSX (128 bits). We have implemented the infrastructure needed to enable the porting of loops via Universal SIMD, and even ported some of the loops, so the enablement is complete.",2021-01-07T09:25:22Z
72,756008671,There is a warning in doc building: /home/circleci/repo/doc/source/release/1.21.0notes.rst WARNING: Unexpected indentation. /home/circleci/repo/doc/source/release/1.21.0notes.rst WARNING: Block quote ends without a blank line; unexpected unindent. ,2021-01-07T09:49:28Z
73,756048017,"Thanks . If we need to change anything, I think copying the content from [the installation docs]( would be better. But I am not sure we should add anything. This is the README for the github repo, so it is expected people who see this will know what to do. Did you come across a reference to this page as a resource for how to get started with NumPy?",2021-01-07T11:04:28Z
74,756098326,"When I read _Hierarchy and abstract classes_ from [NEP 42,]( I can read out the following. A quadrupoleprecision type should be implementing something like this in future: text Abstract Type: DType Numeric Floating Float128 Concrete Type: DType Float128 with future numpy1.21 or higher is what I assume is meant? ",2021-01-07T12:52:54Z
75,756140369,"I can confirm that OPENBLAS_CORETYPE=ARMV8 python3 c ""import numpy"" doesn't segfault, while omitting the OPENBLAS_CORETYPE env var does.",2021-01-07T14:12:36Z
76,756142087,It may be relevant that /sys/devices/system/cpu/cpu0/regs does not exist on this system.,2021-01-07T14:15:19Z
77,756157883,Can you elaborate on the change you're suggesting? Are you talking about the parameters section? The examples section?,2021-01-07T14:42:14Z
78,756163207," I hope 1.21 is what it means, I would have hoped to be closer to having it done, but thats life. There doesn't need to be an abstract type, Float128 can be a subclass of an abstract Floating, but it doesn't necessarily matter too much to begin with, and those abstract dtypes don't even exist yet.",2021-01-07T14:51:25Z
79,756193514,The code itself looks fine. It seems like we are adding alot of boilerplate but I don't see how to avoid it. There is a conflict and coverage is still complaining that some of the test conditions are never hit. Could you write some clevel tests that abuse the API just to see that the errors are correctly raised with no problems?,2021-01-07T15:40:02Z
80,756218686,I restarted Azure since it hit gh18119 on the 64bit run (failed to find nm.exe),2021-01-07T16:19:38Z
81,756220811,"Since it is internal we can put off adding tests for now, but should somehow mark it with a comment TODO: test this or so.",2021-01-07T16:22:57Z
82,756262654,"Thank you. I had actually looked at this (in the context of the PR that changed the keyword to __asm__) and wondered why this particular instance had not been labeled as volatile, but fooled myself with the argument that it ""appeared"" to have worked just fine for so long. (Could be the version included in 1.19.5 was built with a newer gcc or just subtly different options than before) OTOH, now that I have stumbled upon this thread in the gcc help ML, I am no longer sure if volatile will be sufficient. :(",2021-01-07T17:29:56Z
83,756284418,"I think the restructuring of the code you did caused the optimiser to make different decisions. OTOH, now that I have stumbled upon this thread in the gcc help ML, I am no longer sure if volatile will be sufficient. :( That's not good. The only thing I can think of that would definitely work is to pass the result of getauxval() into the asm, and do some branching within the asm.",2021-01-07T18:07:24Z
84,756299738,Wasn't there a fix for this? See . EDIT: That fix was backported after rc2.,2021-01-07T18:34:07Z
85,756302337,So it'll be fixed in rc3?,2021-01-07T18:38:37Z
86,756308357," So it'll be fixed in rc3 Hopefully. We are currently waiting on pyarrow, so I might put one out in a week or two, especially if the OpenBLAS compiler problems currently reported on AARCH64 get addressed.",2021-01-07T18:49:20Z
87,756309124,"Ok, I'll keep an eye out.",2021-01-07T18:50:42Z
88,756312171,"We got around this in NumPy in [npy_get_floatstatus_barrier]( by passing a dummy parameter into the function, which prevented reordering even with O3",2021-01-07T18:56:20Z
89,756319560,Kindly ask if anyone can review this PR? Any response will be appreciated!,2021-01-07T19:09:24Z
90,756375549,"I see, thanks for clarifying, didn't know Python's builtin s.any() and .all(). Since this isn't a bug, I think it makes sense to close issue. ",2021-01-07T20:49:12Z
91,756454343,"Question for folks following this issue that's slightly off topic. I've installed scipy as above and am getting a segfault when I import scipy.integrate. I've filed a bug report [here]( Any one here able to import scipy.integrate after installing per above on M1? I figured I'd ask here as a bunch of folks here probably already have the setup in place. If so, maybe hop over to [that issue]( and leave a note. Thanks!",2021-01-07T23:43:50Z
92,756455422," Question for folks following this issue that's slightly off topic. I've installed scipy as above and am getting a segfault when I import scipy.integrate. I've filed a bug report [here]( Any one here able to import scipy.integrate after installing per above on M1? I figured I'd ask here as a bunch of folks here probably already have the setup in place. If so, maybe hop over to [that issue]( and leave a note. Thanks! segfault here too.",2021-01-07T23:47:27Z
93,756460058,"Well, I added such a comment to the private methods and the internal fromspec (in the header). Also squashed and the doctest flag switched (which means codecov will probably be useless now).",2021-01-08T00:01:08Z
94,756485337,I completely agree. Sayed and the NumPy core developers have done an amazing job! Do you want me to close the issue? I have been deferring to the NumPy developers.,2021-01-08T01:17:09Z
95,756571176,Thanks . Agreed that the solution exceeded expectations. I will close it then.,2021-01-08T06:14:47Z
96,756573673,"Build is failing, typo?: numpy/core/src/multiarray/array_method.c43: error: ‘boundarraymethod__resolve_descripors’ undeclared here ",2021-01-08T06:22:11Z
97,756576062,"This is really low on our priority list. If you wish to move forward with it, please relate to the [last comment on the issue]( We would like to suggest that contributors show the output from the error. This will require you think about the error: is the code path actually hit? Does it make sense to chain the exception?",2021-01-08T06:28:41Z
98,756648188,"Awesome, thanks everyone for the excellent work!",2021-01-08T09:24:54Z
99,756688023,"I'm talking about def stack(arrays, axis=0, out=None): the definition is not consistent with other numpy functions like concatenate. It took me a few minutes to realise the use was the same. not a big deal of course, if I looked at the examples I would have realised it, but I think it would be better if it were consistent over all functions",2021-01-08T10:46:41Z
100,756689367,What are you suggesting that line should be instead?,2021-01-08T10:49:56Z
101,756695210,"numpy.concatenate((a1, a2, ...), axis=0, out=None) like this one",2021-01-08T11:02:59Z
102,756695977,"Sorry, but we have to use legal python syntax: pycon def stack((a1, a2, ...), axis=0, out=None): pass File ""<ipythoninput62524e6e6c5d59"", line 1 def stack((a1, a2, ...), axis=0, out=None): pass ^ SyntaxError: invalid syntax ",2021-01-08T11:04:30Z
103,756707487," np.lcm(219060189739591200, 43, dtype=object) 9419588158802421600 x = np.int64(np.lcm(219060189739591200, 43, dtype=object)) Traceback (most recent call last): File ""<stdin"", line 1, in <module OverflowError: Python int too large to convert to C long It produced the following outputs wieser .",2021-01-08T11:30:59Z
104,756711449,Then the behavior is as expected. It is impossible for your original example to produce a correct result because the correct result cannot be stored in the return type.,2021-01-08T11:40:35Z
105,756767690,What happens if you replace $ OPENBLAS=$OPENBLAS_ROOT/lib64 pip install ... with $ OPENBLAS=$OPENBLAS_ROOT/lib64 python m pip install ... ?,2021-01-08T13:56:18Z
106,756768319,(also note OpenBLAS has released version 0.3.13 ...),2021-01-08T13:57:41Z
107,756797245,"There was only one significant comment, on the mailing list from . I addressed that here with the same answer I gave on the mailing list. I'd like to merge this PR when CI is happy and then follow up on the mailing list to propose this NEP moves from Draft to Accepted.",2021-01-08T14:55:07Z
108,756813378,"Oh man, should have just run the tests even for a comment change I guess...",2021-01-08T15:23:18Z
109,756816696,"The concatenate docstring is a bit weird, because its signature line comes from C and is just a string, but actually does include the invalid syntax. I admit it is probably nicer to read, so I am not sure we have to change it.",2021-01-08T15:29:17Z
110,756823948,"Apologies, this is a duplicate issue ",2021-01-08T15:42:04Z
111,756830704,I'm using python3.9 on a Big Sur 11.1 and I can confirm that the following has worked for me: wget pip3 install numpy1.19.5cp39cp39macosx_10_9_x86_64.whl EDIT: I'm using a 2019 mac with the intel processor,2021-01-08T15:53:27Z
112,756846438,"The problem has been fixed in Homebrew, so with the latest python installed a simple pip install numpy works.",2021-01-08T16:16:46Z
113,756912296,"Thanks, but I am going to close, this. I could imagine adding a link to the NumPy website at but I don't think we need an installation section in the readme probably. I expect those actually interested in a source install will find the docs from there or by searching?",2021-01-08T18:05:06Z
114,756931917," The wheel is for intel chips. It doesn't work for M1 chips. I couldn't find a whl for M1 chips (arm64). Didn't solve the issue. I just updated brew, brew install python and pip3 install numpy didn't work. Big Sur 11.0.1 Apple M1 chip python 3.9.1 pip3 20.3.3 ",2021-01-08T18:45:56Z
115,756936573,"You are right, the problem was only solved for x86.",2021-01-08T18:56:15Z
116,757064324,"Don't worry about it, I would be extremely surprised if it is measurable in this place. We could add something like that to the benchmarks (I don't think we have a ""many sequences"" one), but really no need. ",2021-01-09T00:43:32Z
117,757073968,"Ok, I will go ahead and just remove the test for now then",2021-01-09T01:38:35Z
118,757099973,Thanks! wieser I'll give a thought about it. ,2021-01-09T05:30:36Z
119,757106135,Thank you for everything <3,2021-01-09T06:41:38Z
120,757109839,", please be aware that __cpu_features__ affected by the environment variable NPY_DISABLE_CPU_FEATURES which allows the user to disable certain features in runtime.",2021-01-09T07:21:16Z
121,757119822,"Thank you for your report. This bug has been reported by , and already resolved by as mentioned.",2021-01-09T09:04:06Z
122,757123004,I had the same issue. Had to Reinstall NumPy version 1.19.4 manually to fix the error.,2021-01-09T09:33:46Z
123,757131548,"You are using pip version 19.0.3, however version 20.3.3 is available. You should consider upgrading via the 'pip install upgrade pip' command.",2021-01-09T10:52:05Z
124,757137765,"This seems to be caused by Generator.shuffle() calling ndim() in order to support the axis parameter: It seems like this step can be skipped when axis = 0. Not only because of this warning, but also because of the overhead of asarray.",2021-01-09T11:47:10Z
125,757199994,"OpenBLAS is more memory greedy by default. The short history of this difficulty is: 1.19.3 uses newer OpenBLAS to work around fmod problem, uses more memory by default 1.19.4 uses older OpenBLAS, has fmod problem 1.19.5 uses even newer OpenBLAS to work around fmod problem, tries to use less memory These memory problems seem docker specific, I expect the environment isn't providing accurate information about resources. The best solution going forward may be to using OPENBLAS_NUM_THREADS to limit the number of threads. frbg Here we go again.",2021-01-09T13:39:52Z
126,757220992,"Hm, I thought numpy had settled for building OpenBLAS with BUFFERSIZE=22 to keep the ""old"" memory footprint with 32MB GEMM buffers (at the expense of risking segfaults with large matrix sizes) ?",2021-01-09T14:01:53Z
127,757243417,"frbg It is actually BUFFERSIZE=20. This may be a different problem, but it looks the same at first glance.",2021-01-09T14:28:37Z
128,757331040,"Since the function is documented to support sequences, I agree that this was an oversight. Technically a regression in 1.18 (the API was new in 1.17 though).",2021-01-09T16:29:07Z
129,757335661," while sharing worries about duplication, your solution does seem substantially nicer than using jinja2 we wrapped a C library using ufuncs and the resulting jinja [template file]( is not pretty. Much of the work also ends up being done in python anyway, as we base the template on c function comments. That said, wieser is also right to warn about problems for newcomers I never really understood what is happening in the .c.src files...",2021-01-09T17:02:25Z
130,757350003,Thanks ,2021-01-09T18:45:51Z
131,757350211,"Thanks naut and wieser Is this true then: In Python 3, ""int"" is an arbitrary precision type but numpy still uses ""int"" to represent the C type ""long""? For reference: x = np.lcm(219060189739591200, 43) print (type(x)) <class 'numpy.int64' while in sympy x = sympy.lcm(219060189739591200, 43) print (type(x)) <class 'sympy.core.numbers.Integer'",2021-01-09T18:47:39Z
132,757351184, what is the lower bound of the softlimit for 1.19.3 (and if it is not too much trouble 1.19.2)?,2021-01-09T18:55:00Z
133,757351473,Thanks ,2021-01-09T18:57:24Z
134,757354641," In Python 3, ""int"" is an arbitrary precision type Yes but numpy still uses ""int"" to represent the C type ""long""? np.dtype(int) is the C long type but np.array(262) will always pick np.int64 which is sometimes ""long long"". ",2021-01-09T19:23:40Z
135,757365054,"Don't worry about the warning. No issue to fix in NumPy, Matti already gave the correct workaround, so I'll close this now. ",2021-01-09T20:48:27Z
136,757367743,"Thanks , we hope to do so when it's feasible (in addition to thin arm64 wheels, which seem preferable longterm). One blocker is that we build all our wheels on CI services, and none of them support MacOS ARM64 yet. And none of us have the hardware at the moment. We also still have some issues, in particular this build issue: gh17807. And this performance issue: gh17989. I'll link here as probably the most relevant issue for universal2 wheel building.",2021-01-09T21:10:57Z
137,757368305,This should be picking up a 1.19.x wheel though maybe pip too old?,2021-01-09T21:15:03Z
138,757377383,wieser has there been any progress with this?,2021-01-09T22:32:48Z
139,757384294, what is the lower bound of the softlimit for 1.19.3 (and if it is not too much trouble 1.19.2)? Updated table in original: | version | approx minimum import limit | | | | | 1.19.4 | softlimit a 400000000 python3 | | 1.19.5 | softlimit a 1200000000 python3 | | 1.20.0rc2 | softlimit a 1200000000 python3 | | 1.19.3 | softlimit a 1200000000 python3 | | 1.19.2 | softlimit a 400000000 python3 |,2021-01-09T23:37:26Z
