,Unnamed: 0,id,Text,created_at,Emotion
10,10,506942916,"bash Terminating app due to uncaught exception 'NSInvalidArgumentException', reason: ' [__NSPlaceholderArray initWithObjects]: attempt to insert nil object from objects[0]' First throw call stack: (0x1b49bb3d 0x1a723067 0x1b3ae8cf 0x1b3b8a01 0x1438e5 0x144d0b 0x20b87bb1 0x26d96bbf 0x2e6ccd45 0x2e6cc7a3 0x2e6cc0bf 0x207023b5 0x20702349 0x206ec979 0x20701c85 0x207017cf 0x206fc70f 0x206ce2bb 0x20e617f7 0x20e5c19b 0x20e5c57d 0x1b457fdd 0x1b457b05 0x1b455f51 0x1b3a91af 0x1b3a8fd1 0x1cb53b41 0x20731a53 0x859a1 0x1ab964eb) i was also facing this issue. What we can do for now is use the image_picker version 0.6.0+3, which worked fine on my iPhone 5c (iOS 10.3.3). I guess the issue started from the version 0.6.0+4 as i tested it on my device and the app crashed.",2019-06-29T09:23:14Z,fear
11,11,509041478,Same. E/MethodChannel.tangential.info/uri( 4515): Failed to handle method call E/MethodChannel.tangential.info/uri( 4515): java.lang.IllegalStateException: Reply already submitted E/MethodChannel.tangential.info/uri( 4515): at io.flutter.embedding.engine.dart.DartMessenger$Reply.reply(DartMessenger.java:124) E/MethodChannel.tangential.info/uri( 4515): at io.flutter.plugin.common.MethodChannel$IncomingMethodCallHandler$1.error(MethodChannel.java:209) E/MethodChannel.tangential.info/uri( 4515): at info.tangential.cone.MainActivity.isUriOpenable(MainActivity.java:144) E/MethodChannel.tangential.info/uri( 4515): at info.tangential.cone.MainActivity.access$000(MainActivity.java:35) E/MethodChannel.tangential.info/uri( 4515): at info.tangential.cone.MainActivity$1.onMethodCall(MainActivity.java:57) E/MethodChannel.tangential.info/uri( 4515): at io.flutter.plugin.common.MethodChannel$IncomingMethodCallHandler.onMessage(MethodChannel.java:201) E/MethodChannel.tangential.info/uri( 4515): at io.flutter.embedding.engine.dart.DartMessenger.handleMessageFromDart(DartMessenger.java:88) E/MethodChannel.tangential.info/uri( 4515): at io.flutter.embedding.engine.FlutterJNI.handlePlatformMessage(FlutterJNI.java:219) E/MethodChannel.tangential.info/uri( 4515): at android.os.MessageQueue.nativePollOnce(Native Method) E/MethodChannel.tangential.info/uri( 4515): at android.os.MessageQueue.next(MessageQueue.java:323) E/MethodChannel.tangential.info/uri( 4515): at android.os.Looper.loop(Looper.java:136) E/MethodChannel.tangential.info/uri( 4515): at android.app.ActivityThread.main(ActivityThread.java:6186) E/MethodChannel.tangential.info/uri( 4515): at java.lang.reflect.Method.invoke(Native Method) E/MethodChannel.tangential.info/uri( 4515): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:889) E/MethodChannel.tangential.info/uri( 4515): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:779) ,2019-07-08T00:07:32Z,fear
12,12,509055114,I believe my issue was resolved by making sure I use try catch finally properly to close my Java InputStream.,2019-07-08T02:15:04Z,anger
13,13,511266874,"I also encountered this problem when callbacked on the android side using the Method Channel Result.It is because that the “break statement” is lost in the switch case statement.It probably that the multiple “Results”and multiple “Calls” caused the crash. I made up the “break”, then the problem was solved.",2019-07-15T03:49:21Z,fear
14,14,512917222,"Flutter currently has no built in undo/redo ability, but there is an issue out for it: The best solution for the undo/redo gestures here would be to implement that first. Edit: There is also a shake to undo gesture. Added to the table above.",2019-07-18T17:42:45Z,anger
15,15,514554693," Can you please share more details, or probably, code snippet will also helpful. Thanks",2019-07-24T09:27:01Z,neutral
16,16,515669611," i use the official demo here: [network_security_config.xml]( xml <?xml version=""1.0"" encoding=""utf8""? <networksecurityconfig <domainconfig cleartextTrafficPermitted=""true"" <domain includeSubdomains=""true""www.samplevideos.com</domain <domain includeSubdomains=""true""184.72.239.149</domain <domain includeSubdomains=""true""test.bombox.org</domain <domain includeSubdomains=""true""127.0.0.1</domain <domain includeSubdomains=""true""localhost</domain </domainconfig </networksecurityconfig i use http with ip address for api request（[dio]( i works well, on the video_player can not work you can setup a local server, use for video play to try",2019-07-27T09:17:54Z,fear
17,17,516337921," I believe my issue was resolved by making sure I use try catch finally properly to close my Java InputStream. Oh, I made a similar mistake again during a refactor. Glad I found this. Really need to make sure my code does not try to return a result twice.",2019-07-30T09:18:05Z,joy
18,18,517902475,"Avoid multiple calls to a ""result"".",2019-08-03T07:25:57Z,anger
19,19,531523087,"So I added a little hack to get this to work. It may help you get it working for now. dart onMapCreated: (GoogleMapController controller) async{ // Add function to actually move camera var update = () async{ var region = await controller.getVisibleRegion(); // check visible region if(region.southwest.latitude == 0.0){ return false; } CameraUpdate update = CameraUpdate.newLatLngBounds(blah), 0); controller.moveCamera(update); return true; }; // Can set timer or do some error checking here to make sure it doesnt go on forever while(await update() == false){ update(); }; } ",2019-09-15T00:07:06Z,fear
20,20,532057110,same issue E/AndroidRuntime(19977): Caused by: java.lang.IllegalStateException: Reply already submitted E/AndroidRuntime(19977): at io.flutter.embedding.engine.dart.DartMessenger$Reply.reply(DartMessenger.java:151) E/AndroidRuntime(19977): at io.flutter.plugin.common.MethodChannel$IncomingMethodCallHandler$1.success(MethodChannel.java:225) E/AndroidRuntime(19977): at vn.hunghd.flutter.plugins.imagecropper.ImageCropperDelegate.onActivityResult(ImageCropperDelegate.java:106) E/AndroidRuntime(19977): at io.flutter.app.FlutterPluginRegistry.onActivityResult(FlutterPluginRegistry.java:204) E/AndroidRuntime(19977): at io.flutter.app.FlutterActivityDelegate.onActivityResult(FlutterActivityDelegate.java:132) E/AndroidRuntime(19977): at io.flutter.app.FlutterActivity.onActivityResult(FlutterActivity.java:142) E/AndroidRuntime(19977): at android.app.Activity.dispatchActivityResult(Activity.java:8924) E/AndroidRuntime(19977): at android.app.ActivityThread.deliverResults(ActivityThread.java:4422) E/AndroidRuntime(19977): ... 11 more,2019-09-17T04:48:30Z,anger
21,21,534883494,"For anyone who is facing this issue because you are calling result.success() or result.error() from a native callback function, i found the solution. Implement your request handler like in CameraRequestPermissionsListener class in then when you receive the callback in your methodhandler class, simple set result = null after you call result.success or result.failure to reset its state like processResult() method in :<",2019-09-25T07:00:46Z,anger
22,22,537010237, There's a package for dynamic links on Flutter using firebase. Check this ,2019-10-01T12:20:37Z,neutral
23,23,547435616,"This is not ok on Android <img src="" height=""450"" / This is ok on iOS: <img src="" height=""450"" / Padding is critically important for my task",2019-10-29T14:03:46Z,fear
24,24,548993774,Related issue: Previous attempts to move from syslog to unified logging to ASL and now back! \cc ,2019-11-02T00:48:09Z,sadness
25,25,552314493,"if you call result.success() or result.xxx() twice, you will get this problem！ public class MainActivity extends FlutterActivity { protected void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); GeneratedPluginRegistrant.registerWith(this); new MethodChannel(getFlutterView(), CHANNEL) .setMethodCallHandler( (methodCall, result) { if (methodCall.method.equals(METHOD_NAME)) { int batteryLevel = 0; result.success(batteryLevel); // result.success(batteryLevel); // if you call result.success() or result.xxx() twice, you will get this problem！ } else { result.notImplemented(); } }); } } ",2019-11-11T06:42:32Z,joy
26,26,552316393,"Yes On Mon, Nov 11, 2019, 8:45 AM luoxiaoke <notifications.com wrote: if you call result.success() or result.xxx() twice, you will get this problem！ public class MainActivity extends FlutterActivity { protected void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); GeneratedPluginRegistrant.registerWith(this); new MethodChannel(getFlutterView(), CHANNEL) .setMethodCallHandler( (methodCall, result) { if (methodCall.method.equals(METHOD_NAME)) { int batteryLevel = 0; result.success(batteryLevel); // result.success(batteryLevel); // if you call result.success() or result.xxx() twice, you will get this problem！ } else { result.notImplemented(); } }); } } — You are receiving this because you commented. Reply to this email directly, view it on GitHub < or unsubscribe < . ",2019-11-11T06:50:58Z,anger
27,27,554201541,"Hey, guys, I solved Reply already submitted problem by adding a break to my switch statement like a return for ifelse statement.",2019-11-15T03:57:40Z,anger
28,28,556993468,1,2019-11-21T09:20:02Z,neutral
29,29,570063624," This issue still persists in image_picker: ^0.6.2+1. The image_picker crashes and the app goes back to the previous screen. I tried it on redmi 6A and realme 3 pro android devices. This is frustrating as it is an important feature for an app. Can you try with v0.6.2+3 I tried it, it seems to work pretty well on Android, Also I have tested on Redmi 6a and I saw it seemed to loose connection sometimes but when I ran a release version of the app it worked without any problem, I could click images multiple times and it worked well.",2020-01-01T15:59:00Z,neutral
30,30,576108984," On a separate note, I would seriously consider switch to another framework. Not to be cynical, but it looks as though Google has killed yet another project... there are over 5k pending issues. The writing appears to be on the wall.",2020-01-20T05:11:13Z,sadness
31,31,576116087," The solution is not obvious because there is no true solution. I ended up cutting my losses and moving elsewhere, as painful as it is to say. One pawn to another, I recommend that you go elsewhere, be it native or reactnative. The issues will only continue to mount in flutterland.",2020-01-20T05:44:30Z,fear
32,32,577412994, Great news!,2020-01-22T22:19:45Z,neutral
33,33,577504163,"Hello sir, thank you for reply. yes i am using latest version no i am not getting log in ios. It's working perfactly in Android but not working in Ios",2020-01-23T04:59:03Z,joy
34,34,587016789,"That's because googleMap loose the state when you switched to another tab. For more details you can see this answer in stack overflow Edit: Now I see te difference at the start on Android (Blinking) and iOS(not blinking) even on IndexedStack, the only current fix is put a Container above and fade out to show the GoogleMap widget already loaded. ",2020-02-17T14:22:15Z,neutral
35,35,591945266,"Yeah guys, I found the solution for this check if you call result.success() twice from native, you will get this problem！ ",2020-02-27T12:28:15Z,joy
36,36,593025543,Same here! on iOS my app is crashing and I can't see any logs! And on Android + Web everything is fine,2020-03-01T01:11:07Z,sadness
37,37,598656246,"if (registrar.activity() == null) { // If a background flutter view tries to register the plugin, there will be no activity from the registrar, // we stop the registering process immediately because requires an activity. return; }",2020-03-13T10:33:00Z,neutral
38,38,598726520," Yes. I'm not the OP, but this issue persist in the current version of google maps(0.5.24+1), and flutter stable(v1.12.13+hotfix.8), beta(v1.14.6), and dev(v1.15.20), if you need to test in master, only you need to create a new project, add google_maps in the pubspec, add the API_KEY and copy the lib files from the example. ",2020-03-13T13:43:21Z,neutral
39,39,601043489," The video above is two screen recording combined because Flutter engine needs a bit time to start and it's easier to adjust timing in video editor, however I made an app containing progress indicator in both native and Flutter, and it allows you to restart the animation of native one. [Link to APK](",2020-03-19T08:10:10Z,neutral
40,40,602170456,"not 100% sure if this is a similar issue like , though...",2020-03-22T09:28:03Z,neutral
41,41,605780688,Any news? In IOS still doesn't work,2020-03-30T04:50:51Z,sadness
42,42,612546849,". Because you are calling addMessageListener every time you execute receiveMessage, you ended calling result.success multiple times. That is why you have this error. Try to add the listener one time only. ",2020-04-12T01:13:57Z,anger
43,43,615172530,"I don't think so, because it has the ability for buffering but it deletes some of what is buffers, What happend is the following playing the video for the first time it buffers the video , after looping it starts reading from buffer until it stop and redownload the left part that stops on. So i'm not looking for caching , just correct reading from buffer on loop. ",2020-04-17T10:31:40Z,neutral
44,44,616340761,So what should I do if I want to call the plugin multiple times and return different values?,2020-04-20T06:34:24Z,neutral
45,45,616647369," Yes. But you are adding a listener every time you call the plugin, so, the first time it fires ok, the second call it fires twice, the third call it fires three times and so on. Try removing the listener before sending the result back. MethodChannel allows you to make one call and receive one result at a time. You can call it any number of times and wil receive a result every time it was called. If you want to receive multiple results, like events, then you will need to implement an EventChannel. See ",2020-04-20T16:00:01Z,neutral
46,46,617050628," The _result is just assisgned in onmethodcall method public boolean onActivityResult(int requestCode, int resultCode, Intent data) { if (requestCode == REQUEST_CODE) { AuthorizationResponse response = AuthorizationClient.getResponse(resultCode, data); if (response.getType() == TOKEN) { // Handle successful response final String accessToken = response.getAccessToken(); _result.success( accessToken); return false; } else if (response.getType() == ERROR) { _result.error("""",responce.getError(),null); return false; } } return false; } I get same error",2020-04-21T08:59:54Z,anger
47,47,617399666, thank you for verifying. I'm going to close this issue then! Feel free to open new issues!,2020-04-21T20:33:56Z,joy
48,48,619784521,"it's weird. following code (in android side) will cause the same problem: public void onMethodCall( MethodCall call, Result result) { if (call.method.equals(""getPlatformVersion"")) { result.success(""Android "" + android.os.Build.VERSION.RELEASE); } if (call.method.equals(""getDHKeys"")) { result.success( getDHPGK() ); } else { result.notImplemented(); } } after adding a word 'else' before second 'if' sentence. the problem fixed. public void onMethodCall( MethodCall call, Result result) { if (call.method.equals(""getPlatformVersion"")) { result.success(""Android "" + android.os.Build.VERSION.RELEASE); } else if (call.method.equals(""getDHKeys"")) {//!!!! here! added a word 'else'!!!! result.success( getDHPGK() ); } else { result.notImplemented(); } } the flutter side code: platformVersion = await Libblufi.platformVersion; print(""ver:$platformVersion""); ",2020-04-27T07:22:39Z,fear
49,49,619951097,"still bug at latest master channel. v1.18.09.0.pre.14 addiction info : above code run on physical android device. <details <summaryflutter doctor v</summary bash Doctor summary (to see all details, run flutter doctor v): [✓] Flutter (Channel master, v1.18.09.0.pre.14, on Mac OS X 10.15.4 19E287, locale zhHansCN) [✓] Android toolchain develop for Android devices (Android SDK version 29.0.3) [✓] Xcode develop for iOS and macOS (Xcode 11.4) [✓] Chrome develop for the web [✓] Android Studio (version 3.6) [✓] IntelliJ IDEA Ultimate Edition (version 2020.1) [✓] VS Code (version 1.44.2) [✓] Connected device (3 available) </details ",2020-04-27T12:20:38Z,fear
50,50,620567402,"Hi , Not sure why you cannot reproduce it sometimes. Here’s a video recording of the issue: <img src="" height=""550"" / Hope it helps.",2020-04-28T12:13:56Z,neutral
51,51,630755972," Does it work this way? dart import 'package:flutter/material.dart'; import 'package:flutter/services.dart'; void main() = runApp(MaterialApp(home: MyApp())); class MyApp extends StatefulWidget { _MyAppState createState() = _MyAppState(); } class _MyAppState extends State<MyApp { Widget build(BuildContext context) { return SafeArea( child: Scaffold( body: Center( child: RaisedButton( child: Text(""button""), onPressed: () { SystemSound.play(SystemSoundType.click); }, ), ), ), ); } } Could you provide your flutter doctor v and mention with what device you are testing?",2020-05-19T11:22:13Z,neutral
52,52,631039690,"dart [✓] Flutter (Channel dev, 1.19.00.0.pre, on Mac OS X 10.14.6 18G4032, locale enUS) • Flutter version 1.19.00.0.pre at /Users/danny.valente/Library/flutter/1.19.00.0.predev • Framework revision a849daf283 (12 days ago), 20200507 1802 0700 • Engine revision 3953c3ccd1 • Dart version 2.9.0 (build 2.9.05.0.dev 4da5b40fb6) ",2020-05-19T19:40:11Z,fear
53,53,633642509,"view in my app <img src="" height=""450"" / and my code dart GoogleMap( mapType: MapType.normal, scrollGesturesEnabled: true, tiltGesturesEnabled: true, trafficEnabled: false, indoorViewEnabled: true, compassEnabled: true, rotateGesturesEnabled: true, myLocationEnabled: true, initialCameraPosition: _con.cameraPosition, markers: Set.from(_con.allMarkers), mapToolbarEnabled: true, onMapCreated: (GoogleMapController controller) { print(""BEFORE COMPLETE""); _con.mapController.complete(controller); print(""AFTER COMPLETE""); }, onCameraMove: (CameraPosition cameraPosition) { _con.cameraPosition = cameraPosition; }, ), ",2020-05-25T16:25:14Z,fear
54,54,634876175,"firstly i am selecting dealer getting branch data, but when i am updating dealer that time crass app _dropdownDealerList != null ? Padding( padding: const EdgeInsets.only( left: 10, right: 10, bottom: 5), child: DropdownButtonFormField<DealerBranchList( decoration: InputDecoration(labelText: 'Dealer'), isDense: true, isExpanded: true, value: _selectedDealer, items: _dropdownDealerList, onChanged: onChangeDropdownDealerListItem, ), ) : Container(), _dropdownBranchList != null ? Padding( padding: const EdgeInsets.only( left: 10, right: 10, top: 8), child: DropdownButtonFormField( decoration: InputDecoration(labelText: 'Branch'), isDense: true, isExpanded: true, value: _selectedBranch, items: _dropdownBranchList, onChanged: onChangeDropdowndealerBranchItem, ), ) : Container(),",2020-05-27T19:03:11Z,anger
55,55,636778991,"you must set self.window.rootViewController = XX before objc self.flutterEngine = [[FlutterEngine alloc] initWithName:@""my flutter engine""]; [self.flutterEngine run]; [GeneratedPluginRegistrant registerWithRegistry:self.flutterEngine]; if NOT: objc FLTImagePickerPlugin (void)showPhotoLibrary _viewController will be null; ",2020-06-01T10:46:40Z,fear
56,56,637418367,"I have the same issue with the example when trying to switch it to a higher resolution and making it full height, it stretches the camera. Thank you console [√] Flutter (Channel beta, v1.17.03.4.pre, on Microsoft Windows [Version 10.0.17763.1217], locale enUS) • Flutter version 1.17.03.4.pre • Framework revision e6b34c2b5c (4 weeks ago), 20200502 1118 0700 • Engine revision 540786dd51 • Dart version 2.8.1 ",2020-06-02T09:33:32Z,fear
57,57,637498443,"Same issues here, the front camera of the device is stretched in full screen and any use of a resolution preset higher than medium doesn't work and gives an error. Tested with de plugin example on both platforms, Android and iOS. console [√] Flutter (Channel stable, v1.17.2, on Microsoft Windows [Version 10.0.18363.836], locale enGB) • Flutter version 1.17.2 • Framework revision 5f21edf8b6 (5 days ago), 20200528 1212 0700 • Engine revision b851c71829 • Dart version 2.8.3 ",2020-06-02T12:08:06Z,fear
58,58,638029851,"In ' samples code: iOS13 listens to resizeToAvoidBottomInset: true iOS12 (iPhone SE): DOES NOT listen to resizeToAvoidBottomInset: true and doesn't move the Textfields towards to top of the screen: <img src="" height=""550"" / ",2020-06-03T07:58:21Z,fear
59,59,644547449,"Temporary solution (Not Recommended) Open the implementation of SearchDelegate (VS Code: Ctrl+Click on showsearch() method then on SearchDelegate class) Scroll to build method and find then to TextField. Remove focusnode attribute. Add autoFocus: false There you go!!! Remember to stash the git before upgrading the flutter channel, else you'll end with git errors.  Recommended Solution (Unofficial) Copy the entire code from SearchDelegate class. Rename the class with custom name. Also change the showsearch() function name to something like showCustomsearch() ",2020-06-16T05:55:59Z,anger
60,60,647809397,"I'm sorry, my issue was due to the responsive_framework package, which is probably related to the issue .",2020-06-22T22:56:39Z,sadness
61,61,649180226,"So this error happened when you use native code like Java right? In my case, I didn't type a single code like result.success or another result. I just type native code for Firebase Cloud Messaging. Maybe this error comes from the packages that I used? So how to solve this? Btw, I get this error from Firebase Crashlytics",2020-06-25T02:43:19Z,anger
62,62,649699872, if you are getting the error and you aren't implementing method channels I'd audit the plugin's code to see if they are doing something like ,2020-06-25T16:55:37Z,neutral
63,63,650571759,"Hi Thanks, it works perfectly now I don't know why it didn't work before edit: As VladyslavBondarenko stated above, This was what helped as I needed FlutterFragmentAcitivity [ comment]( ",2020-06-27T14:59:43Z,neutral
64,64,650661250,"I made a library: It can be used in customScrollVIew, ListView and other places that contain scrollview ![]( It is very simple and flexible to use",2020-06-28T01:08:06Z,neutral
65,65,655958544,duplicate of ,2020-07-09T07:35:52Z,neutral
66,66,658676152,"Hi For Codemagic related issues, please join there [Slack]( Closing, as this isn't an issue with Flutter itself. If you disagree, please write in the comments and I will reopen it. Thank you",2020-07-15T10:03:22Z,neutral
67,67,669501610,try this if dart Future<void onMapCreated(GoogleMapController controller) async { if (_controller == null) _controller.complete(controller); } ,2020-08-05T20:51:38Z,fear
68,68,671186695,"Hi hub, Your code snippet seem to have some customized class like WareHouseImage which we can't use to replicate the code. Please provide a decoupled minimal code sample that we can copypaste and run to see the issue. Thanks.",2020-08-10T06:32:40Z,neutral
69,69,671249179,okay surely i will make it minimize the code and will send to you,2020-08-10T09:19:00Z,neutral
70,70,671357508,"Hi guys, after a couple of days trying to figure out how to solve this problem, finally found a solution: Solution: 1. Go to Xcode 2. Select your target 3. Go to Build Settings 4. Search the package name shown in the error. e. g. : framework not found fluttertoast 5. You will see that there is a section like: ""Linking""""Other linker flags"" ,then click the bold part of this row, It will open a dialog box where you can remove the framework not found. 6. When removing the framework name, also remove the ""framework"" tag Reference:",2020-08-10T13:34:48Z,fear
71,71,685282521,"'PodsRunner' target has transitive dependencies that include statically linked binaries: I solved this problem like below flutter clean pod cache clean all Delete ios/Flutter/Flutter.framework flutter pub get pod install remove use use_frameworks! from podfile flutter pub get is run agian pod install is run again run main.dart use_frameworks! is added to podfile again flutter pub get is run again pod install is run again And finally , It is soved. ",2020-09-02T04:12:21Z,fear
72,72,695203770,"There is a bug with jetbrain ide, it also occurs with their other products from time to time. Something is causing the whole thing to go crazy. Sometimes it's just a matter of closing the ide and openning it again.",2020-09-19T11:49:38Z,anger
73,73,699558345,Same here! TextFormField crashes too.,2020-09-26T22:56:13Z,neutral
74,74,703313045," i found out: if the google map from google_maps_flutter plugin in navigation stack, it crashes, if the app goes to background. so, if i'm using getImage from image_picker plugin and after getImage the app resume, it crashes, is there a map in navigation page stack. authenticateWithBiometrics from local_auth plugin, it crashes directly, cause app goes to background. so maybe to core issue is in the google_maps_flutter plugin. How to overcome this issue",2020-10-04T20:40:51Z,neutral
75,75,703807857,[](),2020-10-05T18:26:03Z,neutral
76,76,703975628,"required actually recently became a keyword, but this issue is one multiple others have faced. It tends to be fixed by either restarting your IDE or analysis server. ",2020-10-06T01:28:06Z,anger
77,77,704023009,I'm having the same problem & it seems to be fixed on Android by enabling hybrid composition. void initState() { super.initState(); if (Platform.isAndroid) { WebView.platform = SurfaceAndroidWebView(); } } _Edit: format stuff._,2020-10-06T04:41:15Z,fear
78,78,712095496,I moved the dart package I had in my project outside of the Flutter app project folder and the error went away. :),2020-10-19T11:32:45Z,anger
79,79,712444835," Why are web and desktop in separate packages but Android and iOS are not? Because they predate federation. Treat all platforms the same, 1 package per platform. This is the plan of record. However, the work of transitioning existing plugin implementations has been low priority. Patches federating existing mobile implementations would be welcome, and it's something that will get cleaned up at some point.",2020-10-19T21:11:48Z,anger
80,80,713918577," Is this something we're also missing on mobile? Yes. This is required on devices using a physical keyboard. I've added a screenshot of the UI for iPadOS 14. I haven't tested on an iPhone using a bluetooth keyboard but that is a [supported configuration]( I should have added a Windows screenshot today, but I can verify it looks effectively like Chrome.",2020-10-21T22:39:49Z,neutral
81,81,717300187,"Guys, you can try my demo, currently only Android is supported, but iOS is similar and I'll add support in next few weeks. Edit: Both iOS and macOS are finished.",2020-10-27T14:53:47Z,joy
82,82,719979756,"Downgrade gradle version classpath 'com.android.tools.build3.5.4' from 4.1 will help. buildscript { ext.kotlin_version = '1.4.10' repositories { google() jcenter() } dependencies { classpath 'com.android.tools.build3.5.4' classpath ""org.jetbrains.kotlin$kotlin_version"" classpath 'com.google.gms4.3.4' // Google Services plugin } } allprojects { repositories { google() jcenter() maven { url ' } } } rootProject.buildDir = '../build' subprojects { project.buildDir = ""${rootProject.buildDir}/${project.name}"" } subprojects { project.evaluationDependsOn(':app') } task clean(type: Delete) { delete rootProject.buildDir } ",2020-10-31T19:50:47Z,neutral
83,83,722475303,Closing this PR as different PRs have been opened for individual components. ,2020-11-05T16:10:00Z,anger
