id,Text,created_at,Emotion
754441388,"Hello, As for SLEEF, there are a couple of things to pay attention. 1. Beware of this bug : It seems that there are other bugs on clang, but I cannot reliably reproduce the problems. GCC seems okay, but gcc 10.2 cannot compile the quad library with SVE support due to ICE. 2. Arithmetic functions (add, sub, mul, and div) do not give perfectly correctlyrounded results. They have very small amount of error. Please tell me if this is problematic. ",2021-01-05T06:55:03Z,anger
754465288," I didn't see your scalar version quadruple precision implementation, the vectorized version has an error bound like 0.5000000001 ULP, which is unbearable in numpy's precision standard, maybe scalar version can overcame this flaw.",2021-01-05T07:44:38Z,anger
754491313,"It is not so hard to just implement a correctlyrounded version of arithmetic functions. The problem is that there is a tradeoff between speed and accuracy. If 0.5000000001 ULP is not bearable, I will add correctlyrounded but slower functions.",2021-01-05T08:37:00Z,neutral
754493377,"Note this will try to allocate an array of 232 elements of type object, which may eventually succeed in systems with 32GB of memory. Nevertheless, we should ideally respond to ctrl+C here.",2021-01-05T08:41:29Z,neutral
754501074,Is that actually incorrect with the transpose? I think so. The original reproducer seems correct to me. In the extended candidate reproducer I vary n and k and the results seem correct (I fail to reproduce the bug I observe when calling openblas DGEMM via numpy). I will probably need to use a debugger to double check the exact cblas_dgemm arguments when calling from numpy.,2021-01-05T08:57:04Z,fear
754536109,"Perhaps arithmetic functions used for the trigonometric functions do not necessarily have to be correctlyrounded, only the arithmetic functions exposed to the user for IEEE 754 conformity. In this context, the question arises as to whether GNU libquadmath arithmetic functions are correctlyrounded or not. ",2021-01-05T10:02:30Z,fear
754543515,"Arithmetic functions are implemented within glibc, and they are correctly rounded.",2021-01-05T10:15:32Z,neutral
754571149,Thanks,2021-01-05T11:11:21Z,joy
754575920,[Paul Zimmermann (INRIA)]( recently compared the accuracy of several math libraries: [accuracy.pdf]( This includes a comparison of quadrupole precision between glibc and icc. See also his talk [How Slow is Quadruple Precision]( on [Variable Precision in Mathematical and Scientific Computing](,2021-01-05T11:21:20Z,neutral
754583270,"I found a temporary fix for this: It is only necessary to set the AR shell variable using export AR=/usr/bin/ar However, this is not really ""the"" solution, and I am confused as to whose fault this is. Someone mentioned that this might be a problem with the python distribution I am using (which is condaforge).",2021-01-05T11:37:22Z,fear
754600626,"Quadruple precision arithmetic functions are slow because packing to/unpacking from IEEE 754 format are pretty complicated. If computation speed is important, doubledouble is much faster. SLEEF quad library is designed in a way that the frontend and backend are separated. The frontend does packing and unpacking. Computation by the backend is all carried out with tripledouble operations. Thus, it is easy to add another frontend for a different format.",2021-01-05T12:16:51Z,fear
754751458,"This is outside of numpy's control: python x = np.array([ float('nan'), 56.3, 35.2, float('nan'), 5.7, 22., 18.9, 8., 7.7, 47.3, 51.6, 54.1, 47.3, 51.6]) y = np.roll(x, 1) numpy is not in the picture any more x = x.tolist() y = y.tolist() but your tests still fails print(max(x)) print(max(y)) ",2021-01-05T16:39:20Z,fear
754757624," Could the same magic be used to make datetime64 and timedelta64 available? Yes, but let's leave that to a follow up Trying to follow up on this, added ctypedef class numpy.datetime64 [object PyObject]: pass ctypedef class numpy.timedelta64 [object PyObject]: pass along with the declarations in this PR, but at import time I'm getting RuntimeWarning: numpy.datetime64 size changed, may indicate binary incompatibility. Expected 16 from C header, got 32 from PyObject which is enough to stop the tests from running. Did you have something else in mind for how the followup would work?",2021-01-05T16:50:51Z,neutral
754777032,"Is numpy.datetime64 currently exposed as the full struct? You can add an ignore flag like for ndarray I guess, although I am surprised it is necessary, and I am curious whether this is just a matter of recompiling? (assuming this is within NumPy itself, if it is outside you should not have to recompile of course.)",2021-01-05T17:21:39Z,neutral
754781261,We could add a PyInterrupt_Occurred() (if that was the command) check every time we entering another level of sequence unpacking. That should be easy to do for someone familiar with the Python CAPI and not scared of digging into the code.,2021-01-05T17:29:14Z,neutral
754782336,"There are uses for quad precision apart from it starting to show up with hardware support. I looked into it because I'd like to use it for a new datetime type. I think astropy uses double double for that, they need the extra precision. As a historical note, VAX had a quad precision type back in the 1980's and I found it useful on occasion. ",2021-01-05T17:31:14Z,neutral
754786736,", you need to use object PyDatetimeScalarObject as I do in the top PR comment. I suspect you'll need to remove the current PyDatetimeScalarObject cython struct two, to prevent them overlapping.",2021-01-05T17:39:05Z,neutral
754796988,"Even with a uint8 dtype, that array seems to have more than 4GiB of size. I expect you are storing it compressed, and reading it into NumPy will decompress it. Probably just np.asarray(mask_raster) is enough to give the error.",2021-01-05T17:55:58Z,neutral
754820429,"For your problem, I assume that find_objects and then using just boolean logic w = mask_raster == object_id and np.count_nonzero(w) and object_values = original_data[w] is better though. unique needs to sort the array, that is a huge waste probably, when all your blobs are likely well defined and in one area.",2021-01-05T18:35:13Z,fear
754843509," I think this could be made better looking using stacked parametrizations, the product/nested iteration, for instance, can be done python .mark.parametrize(""one"", [...]) .mark.parametrize(""two"", [...]) def test_me(one, two): pass Done",2021-01-05T19:18:17Z,anger
754844141,"When I disable ctypedef struct PyDatetimeScalarObject: PyObject_HEAD npy_datetime obval PyArray_DatetimeMetaData obmeta ctypedef struct PyTimedeltaScalarObject: PyObject_HEAD npy_timedelta obval PyArray_DatetimeMetaData obmeta and in its place put ctypedef class numpy.datetime64 [object PyDatetimeScalarObject]: cdef npy_datetime obval cdef PyArray_DatetimeMetaData obmeta ctypedef class numpy.timedelta64 [object PyTimedeltaScalarObject]: cdef npy_timedelta obval cdef PyArray_DatetimeMetaData obmeta I get compiletime errors below where PyDatetimeScalarObject and PyTimedeltaScalarObject are referenced. Disabling those functions for now numpy compiles, but when running pytest numpy/core/tests/test_cython.py i get compiletime errors for checks.pyx complaining about just about everything in the cnp namespace. just passing instead of declaring the attributes on datetime64/timedelta64 gives the same errors.",2021-01-05T19:19:25Z,anger
754844612,Thanks,2021-01-05T19:20:14Z,neutral
754854756,So the potential issue with the compiler assuming alignment only applies with the loop unrolling macro? EDIT: Or is it that it is a performance issue with auto vectorization? Which probably does not matter elsewhere.,2021-01-05T19:39:33Z,neutral
754955283,unique val of ar1: [0. 1.] and ar2: [0. 1.] That shows that ar1 and ar2 are arrays of floating point values. The bitwise operators do not accept floating point inputs. Convert them to integer arrays (e.g. ar1.astype(int)) before passing them to bitwise_or.,2021-01-05T23:05:52Z,anger
754961893,Thank you!!,2021-01-05T23:24:30Z,joy
755087498,"I think that's how it has always behaved. np.any() is essentially np.logical_or.reduce(), and np.logical_or() on object arrays follows the behavior of the or operator, returning the first of its operands that is truthy, not a bool. np.any() predates the builtin any(), so the difference is unfortunate, but not a bug.",2021-01-06T05:26:34Z,anger
755096139," thanks. The behavior surfaced using pandas.DataFrame.any() and expectations were based on their docs. You mentioned a difference between np.any() and builtin any() is this the difference between np.any(arr) and arr.any()? Both seem to give the same result. python arr = np.array(['s', 1], dtype=object) np.any(arr) also returns s. ",2021-01-06T05:49:47Z,neutral
755101299,"In addition to this, would it be a good idea to have a function that does what we expect numpy.fromfunction to do? This would call the provided function ""no of elements in shape"" (shape[0]shape[1]...) times giving it tuples like so (0,0) (0, 1)... It would also always return an np.array of shape shape where the value at (i, j)th index is function(i, j)",2021-01-06T06:03:19Z,fear
755112270,"ok, then I will use my workaround and close the issue. sorry for bothering and thank you for your time",2021-01-06T06:32:16Z,sadness
755117409,Could you move the deprecation test to the proper file? Otherwise this looks good to me.,2021-01-06T06:45:07Z,neutral
755171534,I see this didn't make it into the 1.19.5 version ( shouldn't this simple patch be backported?,2021-01-06T08:54:42Z,fear
755212503,"I would also find NumPy popcount/countbits useful. In case it's helpful for anyone: as well as Numba it's also available in JAX, as [jax.lax.population_count]( and here's an implementation in terms of other NumPy functions: ",2021-01-06T10:16:02Z,neutral
755216577,"Argh yes, that is an oversight. I should have put on a label, then would have seen it when deciding what to backport for 1.19.5. Done now; luckily 1.20.0 is also imminent, so the damage is very limited. I checked the fix is in the 1.20.x branch.",2021-01-06T10:24:40Z,neutral
755293840,I should have put on a label The milestone needed to be 1.19.5. NumPy 1.20.0 is waiting for pyarrow to release. If they don't get a move on I'll release anyway.,2021-01-06T13:17:49Z,neutral
755295179,I'm not planning on another 1.19 release.,2021-01-06T13:20:40Z,neutral
755300196,", wieser, doliskani, thank you for the insightful discussion! Given the ambiguity of the problem, let's close this one asis.",2021-01-06T13:31:37Z,joy
755324181," As a comparison of popularity, I did some Google search to see if there are people interested in the functions of these __builtin routines. It seems that judging by the relevance of top results and the total number of search results: popcount (""python count one bits""): 4070000 results ... parity (""python integer parity""): 1040000 results Note parity is trivial to implement if you have an efficient popcount. (parity=popcount&1)",2021-01-06T14:17:50Z,fear
755385874,"No, I meant the Python builtin any(). It came into the language after Numeric (numpy's predecessor) had the function Numeric.any() (now numpy.any()). If the builtin any() had existed earlier (with its boolreturning behavior), we probably would have made Numeric.any() match.",2021-01-06T15:59:06Z,anger
755387641,"Actually, that timing may not be true. Faulty memory.",2021-01-06T16:01:41Z,sadness
755392477,"I think they came in with numpy, which was released a little before Python 2.5, the first release with the any() and all() builtins. So a closerrun thing than I remember. We might also have had any() and all() in the Numericbased scipy earlier than that, though it's more effort than I think it's worth to do the code archaeology to figure out.",2021-01-06T16:09:14Z,fear
755397144,Sounds like an OpenBLAS cpu detection problem. frbg Thoughts?,2021-01-06T16:16:09Z,joy
755400474,"Done, we could consider deprecating even more, but I guess this might be a good (and easy) first step. Yeah, I think I first wrote that at a time when I was considering to stop relying on that file so much (The original reason, and most of the magic in that file, was to work around python issues with warnings, which were eventually fixed).",2021-01-06T16:20:04Z,joy
755401771,"Note that we do test on aarch64 during the wheel build, so docker may also be at fault. Where did you get it?",2021-01-06T16:20:50Z,neutral
755432611,"Great, has a link to which includes an [example]( for extending with quad types.",2021-01-06T17:08:19Z,joy
755438271,"Not sure what the illegal instruction could be the getauxval(AT_HWCAP) in dynamic_arm64.c may be a priviledged call in some circumstances but it has been in the code for two years, the only recent change was my addition of an attempt to read cpuid information from /sys/devices in the event that getauxval did not succeed. (OpenBLAS PRs 2952 and 3004) export OPENBLAS_CORETYPE=ARMV8 (or whatever the actual hardware is) before launching python should hopefully get around this.",2021-01-06T17:18:29Z,fear
755444034," Hey, I was facing the same problem and due to the issue that you mentioned. Thanks :) ",2021-01-06T17:28:35Z,fear
755446663,Thanks,2021-01-06T17:33:16Z,neutral
755704225," here's an implementation in terms of other NumPy functions: This is an implementation of divideandconquer popcount, which is going to be substantially slower than something that uses native popcount instructions. shows 4× slowdown on native code, but the Python implementation will be way slower than that I suspect.",2021-01-06T21:11:51Z,fear
755743899,Haha yes I wasn’t claiming it was efficient . Perhaps I should have added an explicit warning.,2021-01-06T22:09:42Z,joy
755762142,"Here's a numpyonly approach I coded up this morning (to fill the need that lead me here) I have not profiled it, but it made my simulation acceptably fast. python create a lookup table for set bits per byte lookuptable = np.array([bin(i).count('1') for i in range(256)]).astype(np.int32) def count_set_bits(v): 'returns the count of set bits in each element of v' assert v.dtype in (np.uint8, np.uint16, np.uint32, np.uint64), 'must be an unsigned int dtype' return lookuptable[np.reshape(v.view(np.uint8), v.shape + (1, ))].sum(axis=1) ",2021-01-06T22:43:41Z,fear
755822314,"Tabledriven is probably the best choice for this situation, and this is a nice implementation. Thanks! That said, still want a popcount primitive. :)",2021-01-07T01:20:36Z,joy
755916689,"For you reference (Macbook M1), OPENBLAS=""$(brew prefix openblas)"" MACOSX_DEPLOYMENT_TARGET=11.1 pip3 install numpy pandas nousepep517 It will install pandas1.2.0 and numpy1.19.5 successfully.",2021-01-07T06:32:01Z,fear
755993207,"LGTM. This is a reshuffle to enable changes in the future, with no real code changes.",2021-01-07T09:22:28Z,neutral
755994852,"I think we can close this issue and declare the bounty complete. The original bounty says: NumPy contains SIMD vectorized code for x86 SSE and AVX. This issue is a feature request to implement native, equivalent enablement for Power VSX, achieving equivalent speedup appropriate for the SIMD vector width of VSX (128 bits). We have implemented the infrastructure needed to enable the porting of loops via Universal SIMD, and even ported some of the loops, so the enablement is complete.",2021-01-07T09:25:22Z,neutral
756008671,There is a warning in doc building: /home/circleci/repo/doc/source/release/1.21.0notes.rst WARNING: Unexpected indentation. /home/circleci/repo/doc/source/release/1.21.0notes.rst WARNING: Block quote ends without a blank line; unexpected unindent.,2021-01-07T09:49:28Z,fear
756048017,"Thanks . If we need to change anything, I think copying the content from [the installation docs]( would be better. But I am not sure we should add anything. This is the README for the github repo, so it is expected people who see this will know what to do. Did you come across a reference to this page as a resource for how to get started with NumPy?",2021-01-07T11:04:28Z,neutral
756098326,"When I read _Hierarchy and abstract classes_ from [NEP 42,]( I can read out the following. A quadrupoleprecision type should be implementing something like this in future: text Abstract Type: DType Numeric Floating Float128 Concrete Type: DType Float128 with future numpy1.21 or higher is what I assume is meant? ",2021-01-07T12:52:54Z,neutral
756140369,"I can confirm that OPENBLAS_CORETYPE=ARMV8 python3 c ""import numpy"" doesn't segfault, while omitting the OPENBLAS_CORETYPE env var does.",2021-01-07T14:12:36Z,neutral
756142087,It may be relevant that /sys/devices/system/cpu/cpu0/regs does not exist on this system.,2021-01-07T14:15:19Z,sadness
756157883,Can you elaborate on the change you're suggesting? Are you talking about the parameters section? The examples section?,2021-01-07T14:42:14Z,neutral
756163207," I hope 1.21 is what it means, I would have hoped to be closer to having it done, but thats life. There doesn't need to be an abstract type, Float128 can be a subclass of an abstract Floating, but it doesn't necessarily matter too much to begin with, and those abstract dtypes don't even exist yet.",2021-01-07T14:51:25Z,neutral
756193514,The code itself looks fine. It seems like we are adding alot of boilerplate but I don't see how to avoid it. There is a conflict and coverage is still complaining that some of the test conditions are never hit. Could you write some clevel tests that abuse the API just to see that the errors are correctly raised with no problems?,2021-01-07T15:40:02Z,anger
756218686,I restarted Azure since it hit gh18119 on the 64bit run (failed to find nm.exe),2021-01-07T16:19:38Z,sadness
756220811,"Since it is internal we can put off adding tests for now, but should somehow mark it with a comment TODO: test this or so.",2021-01-07T16:22:57Z,anger
756262654,"Thank you. I had actually looked at this (in the context of the PR that changed the keyword to __asm__) and wondered why this particular instance had not been labeled as volatile, but fooled myself with the argument that it ""appeared"" to have worked just fine for so long. (Could be the version included in 1.19.5 was built with a newer gcc or just subtly different options than before) OTOH, now that I have stumbled upon this thread in the gcc help ML, I am no longer sure if volatile will be sufficient. :(",2021-01-07T17:29:56Z,anger
756284418,"I think the restructuring of the code you did caused the optimiser to make different decisions. OTOH, now that I have stumbled upon this thread in the gcc help ML, I am no longer sure if volatile will be sufficient. :( That's not good. The only thing I can think of that would definitely work is to pass the result of getauxval() into the asm, and do some branching within the asm.",2021-01-07T18:07:24Z,sadness
756299738,Wasn't there a fix for this? See . EDIT: That fix was backported after rc2.,2021-01-07T18:34:07Z,anger
756302337,So it'll be fixed in rc3?,2021-01-07T18:38:37Z,neutral
756308357," So it'll be fixed in rc3 Hopefully. We are currently waiting on pyarrow, so I might put one out in a week or two, especially if the OpenBLAS compiler problems currently reported on AARCH64 get addressed.",2021-01-07T18:49:20Z,fear
756309124,"Ok, I'll keep an eye out.",2021-01-07T18:50:42Z,neutral
756312171,"We got around this in NumPy in [npy_get_floatstatus_barrier]( by passing a dummy parameter into the function, which prevented reordering even with O3",2021-01-07T18:56:20Z,fear
756319560,Kindly ask if anyone can review this PR? Any response will be appreciated!,2021-01-07T19:09:24Z,joy
756375549,"I see, thanks for clarifying, didn't know Python's builtin s.any() and .all(). Since this isn't a bug, I think it makes sense to close issue. ",2021-01-07T20:49:12Z,joy
756454343,"Question for folks following this issue that's slightly off topic. I've installed scipy as above and am getting a segfault when I import scipy.integrate. I've filed a bug report [here]( Any one here able to import scipy.integrate after installing per above on M1? I figured I'd ask here as a bunch of folks here probably already have the setup in place. If so, maybe hop over to [that issue]( and leave a note. Thanks!",2021-01-07T23:43:50Z,joy
756455422," Question for folks following this issue that's slightly off topic. I've installed scipy as above and am getting a segfault when I import scipy.integrate. I've filed a bug report [here]( Any one here able to import scipy.integrate after installing per above on M1? I figured I'd ask here as a bunch of folks here probably already have the setup in place. If so, maybe hop over to [that issue]( and leave a note. Thanks! segfault here too.",2021-01-07T23:47:27Z,joy
756460058,"Well, I added such a comment to the private methods and the internal fromspec (in the header). Also squashed and the doctest flag switched (which means codecov will probably be useless now).",2021-01-08T00:01:08Z,anger
756485337,I completely agree. Sayed and the NumPy core developers have done an amazing job! Do you want me to close the issue? I have been deferring to the NumPy developers.,2021-01-08T01:17:09Z,anger
756571176,Thanks . Agreed that the solution exceeded expectations. I will close it then.,2021-01-08T06:14:47Z,joy
756576062,"This is really low on our priority list. If you wish to move forward with it, please relate to the [last comment on the issue]( We would like to suggest that contributors show the output from the error. This will require you think about the error: is the code path actually hit? Does it make sense to chain the exception?",2021-01-08T06:28:41Z,anger
756648188,"Awesome, thanks everyone for the excellent work!",2021-01-08T09:24:54Z,joy
756688023,"I'm talking about def stack(arrays, axis=0, out=None): the definition is not consistent with other numpy functions like concatenate. It took me a few minutes to realise the use was the same. not a big deal of course, if I looked at the examples I would have realised it, but I think it would be better if it were consistent over all functions",2021-01-08T10:46:41Z,sadness
756689367,What are you suggesting that line should be instead?,2021-01-08T10:49:56Z,neutral
756695977,"Sorry, but we have to use legal python syntax: pycon def stack((a1, a2, ...), axis=0, out=None): pass File ""<ipythoninput62524e6e6c5d59"", line 1 def stack((a1, a2, ...), axis=0, out=None): pass ^ SyntaxError: invalid syntax ",2021-01-08T11:04:30Z,sadness
756711449,Then the behavior is as expected. It is impossible for your original example to produce a correct result because the correct result cannot be stored in the return type.,2021-01-08T11:40:35Z,neutral
756768319,(also note OpenBLAS has released version 0.3.13 ...),2021-01-08T13:57:41Z,neutral
756797245,"There was only one significant comment, on the mailing list from . I addressed that here with the same answer I gave on the mailing list. I'd like to merge this PR when CI is happy and then follow up on the mailing list to propose this NEP moves from Draft to Accepted.",2021-01-08T14:55:07Z,joy
756813378,"Oh man, should have just run the tests even for a comment change I guess...",2021-01-08T15:23:18Z,sadness
756816696,"The concatenate docstring is a bit weird, because its signature line comes from C and is just a string, but actually does include the invalid syntax. I admit it is probably nicer to read, so I am not sure we have to change it.",2021-01-08T15:29:17Z,neutral
756823948,"Apologies, this is a duplicate issue ",2021-01-08T15:42:04Z,sadness
756846438,"The problem has been fixed in Homebrew, so with the latest python installed a simple pip install numpy works.",2021-01-08T16:16:46Z,neutral
756912296,"Thanks, but I am going to close, this. I could imagine adding a link to the NumPy website at but I don't think we need an installation section in the readme probably. I expect those actually interested in a source install will find the docs from there or by searching?",2021-01-08T18:05:06Z,joy
756931917," The wheel is for intel chips. It doesn't work for M1 chips. I couldn't find a whl for M1 chips (arm64). Didn't solve the issue. I just updated brew, brew install python and pip3 install numpy didn't work. Big Sur 11.0.1 Apple M1 chip python 3.9.1 pip3 20.3.3 ",2021-01-08T18:45:56Z,fear
756936573,"You are right, the problem was only solved for x86.",2021-01-08T18:56:15Z,neutral
757064324,"Don't worry about it, I would be extremely surprised if it is measurable in this place. We could add something like that to the benchmarks (I don't think we have a ""many sequences"" one), but really no need. ",2021-01-09T00:43:32Z,neutral
757073968,"Ok, I will go ahead and just remove the test for now then",2021-01-09T01:38:35Z,neutral
757099973,Thanks! wieser I'll give a thought about it.,2021-01-09T05:30:36Z,joy
757106135,Thank you for everything <3,2021-01-09T06:41:38Z,joy
757109839, please be aware that __cpu_features__ affected by the environment variable NPY_DISABLE_CPU_FEATURES which allows the user to disable certain features in runtime.,2021-01-09T07:21:16Z,fear
757119822,"Thank you for your report. This bug has been reported by , and already resolved by as mentioned.",2021-01-09T09:04:06Z,joy
757123004,I had the same issue. Had to Reinstall NumPy version 1.19.4 manually to fix the error.,2021-01-09T09:33:46Z,sadness
757131548,"You are using pip version 19.0.3, however version 20.3.3 is available. You should consider upgrading via the 'pip install upgrade pip' command.",2021-01-09T10:52:05Z,neutral
757137765,"This seems to be caused by Generator.shuffle() calling ndim() in order to support the axis parameter: It seems like this step can be skipped when axis = 0. Not only because of this warning, but also because of the overhead of asarray.",2021-01-09T11:47:10Z,fear
757199994,"OpenBLAS is more memory greedy by default. The short history of this difficulty is: 1.19.3 uses newer OpenBLAS to work around fmod problem, uses more memory by default 1.19.4 uses older OpenBLAS, has fmod problem 1.19.5 uses even newer OpenBLAS to work around fmod problem, tries to use less memory These memory problems seem docker specific, I expect the environment isn't providing accurate information about resources. The best solution going forward may be to using OPENBLAS_NUM_THREADS to limit the number of threads. frbg Here we go again.",2021-01-09T13:39:52Z,neutral
757220992,"Hm, I thought numpy had settled for building OpenBLAS with BUFFERSIZE=22 to keep the ""old"" memory footprint with 32MB GEMM buffers (at the expense of risking segfaults with large matrix sizes) ?",2021-01-09T14:01:53Z,anger
757243417,"frbg It is actually BUFFERSIZE=20. This may be a different problem, but it looks the same at first glance.",2021-01-09T14:28:37Z,neutral
757331040,"Since the function is documented to support sequences, I agree that this was an oversight. Technically a regression in 1.18 (the API was new in 1.17 though).",2021-01-09T16:29:07Z,joy
757335661," while sharing worries about duplication, your solution does seem substantially nicer than using jinja2 we wrapped a C library using ufuncs and the resulting jinja [template file]( is not pretty. Much of the work also ends up being done in python anyway, as we base the template on c function comments. That said, wieser is also right to warn about problems for newcomers I never really understood what is happening in the .c.src files...",2021-01-09T17:02:25Z,fear
757350003,Thanks,2021-01-09T18:45:51Z,neutral
757351184,what is the lower bound of the softlimit for 1.19.3 (and if it is not too much trouble 1.19.2)?,2021-01-09T18:55:00Z,fear
757351473,Thanks,2021-01-09T18:57:24Z,neutral
757354641," In Python 3, ""int"" is an arbitrary precision type Yes but numpy still uses ""int"" to represent the C type ""long""? np.dtype(int) is the C long type but np.array(262) will always pick np.int64 which is sometimes ""long long"". ",2021-01-09T19:23:40Z,fear
757365054,"Don't worry about the warning. No issue to fix in NumPy, Matti already gave the correct workaround, so I'll close this now. ",2021-01-09T20:48:27Z,neutral
757367743,"Thanks , we hope to do so when it's feasible (in addition to thin arm64 wheels, which seem preferable longterm). One blocker is that we build all our wheels on CI services, and none of them support MacOS ARM64 yet. And none of us have the hardware at the moment. We also still have some issues, in particular this build issue: gh17807. And this performance issue: gh17989. I'll link here as probably the most relevant issue for universal2 wheel building.",2021-01-09T21:10:57Z,joy
757368305,This should be picking up a 1.19.x wheel though maybe pip too old?,2021-01-09T21:15:03Z,neutral
757377383,wieser has there been any progress with this?,2021-01-09T22:32:48Z,neutral
757393322," Do you have any specifics here? No :) I'm just spitballing. Someone who knows more about how OpenBLAS preallocates memory will need to address that. I find it curious that the memory usage didn't change between 1.19.3 and 1.19.5, my understanding is that it should have gone down, although I suppose that it is possible that the number of threads allocated increased in 1.19.5.",2021-01-10T01:02:53Z,anger
757395097,I'm running into this on an NVIDIA Jetson (aarch64) took me a while to isolate it. Funny thing is that it fails in a virtualenv but seems to be working if you install it at the system level. The NVIDIA NGC containers from install numpy directly into the system libraries and they don't have this issue.,2021-01-10T01:19:53Z,fear
757396917,Does this need a backport?,2021-01-10T01:33:31Z,neutral
757397032,"I tagged it for backport, if it doesn't need it, please remove the tag.",2021-01-10T01:34:51Z,neutral
757406071,"Just curious about something since I've been following the work to add typing support for dtypes: won't making a mutable container type covariant cause issues? For the usual reasons that, e.g. if my_func accepts ndarray[Any, np.dtype[np.float64]) it could assign values of float64 to the array, but calling my_func with ndarray[Any, np.dtype[np.float32]) would no longer raise typecheck errors despite being wrong.",2021-01-10T03:15:59Z,anger
757415875,There's open issue already,2021-01-10T04:55:24Z,neutral
757433729,"Yes, I should have marked it for backport since otherwise compilation with visual studio 2019 fails.",2021-01-10T07:47:10Z,sadness
757447665,"Accelerate should be avoided for NumPy as it has bugs. NumPy doesn't use gfortran, SciPy does. But there currently no arm64darwin OpenBLAS build on I am not sure how we would build that without support for arm64darwin from a CI system.",2021-01-10T09:50:55Z,fear
757448101,I opened MacPython/openblaslibs about building OpenBLAS for Allple Apple M1 silicon.,2021-01-10T09:54:07Z,joy
757451297," I am not sure how we would build that without support for arm64darwin from a CI system. For building you only need a CI system that provides macOS 11 hosts, or with some effort macOS 10.15 hosts with Xcode 12.2. For testing you actually need M1 systems in the CI system, which will likely be a blocker for you and could take some time (I have no idea how constrained the supply of M1 systems is, but I expect that a CI provider like Azure Pipelines will require a lot of M1 systems). ",2021-01-10T10:20:56Z,neutral
757451600,Accelerate should be avoided for NumPy as it has bugs. Have you (the numpy project) files bugs about this in Apple's tracker? Or are these bugs in numpy's use of Accelerate?,2021-01-10T10:22:54Z,fear
757455123,"I feel your pain, I'm hearing similar experiences from app developers and most issues I've filed with them have gone completely unanswered :( ",2021-01-10T10:48:56Z,sadness
757459007,Could you add the actual module path as well (Cython.__file__ or so)?,2021-01-10T11:19:24Z,neutral
