Unnamed: 0,id,Text,created_at,Emotion
58,754339693,Source Control' commit message input some time block Maybe another variant.,2021-01-05T02:12:11Z,anger
59,754349567," will this work fine on Windows ARM? I ran through some of the scenarios, thanks to running some things for me, and believe this should all work fine on Windows ARM because: 1. ""Windows PowerShell"" on ARM is x86 as is ""Windows PowerShell (x86)"" on ARM... 2. There is no Windows ARM PowerShell 7 MSI... and even if it existed it would go in the same place as the x64 version and would be called ""PowerShell"" not ""PowerShell x64"" which I think makes sense",2021-01-05T02:40:24Z,fear
60,754350779," If you want to search in .git, you need to set that to false ensure it enable, ""search.exclude"" will effect. ![image]( ",2021-01-05T02:43:44Z,anger
61,754352154,"version 1.52.1, every time",2021-01-05T02:47:38Z,neutral
72,754359392,"Merging in, although this feature is still experimental You can set simpleBrowser.opener.enabled to enable opening http and https links in the simple browser",2021-01-05T03:06:41Z,joy
73,754365002,New upstream issue:,2021-01-05T03:23:04Z,neutral
74,754367218,A few questions: What version of PowerShell is this? (open a PowerShell console and type $PSVersionTable) Do you have any antivirus software on your machine that could be blocking PowerShell? Did this just start happening recently? (did this work before?) Are you opening a folder? Is that folder a network drive/UNC path?,2021-01-05T03:29:17Z,anger
75,754368728,"There is some kind of error being shown in the console, but that's before I even open the terminal. Attached is the screen recording of what I see. ERR [File Watcher (node.js)] Error: ENOENT: no such file or directory, stat '/Users/yaakov/workspaces/temp/.vscode' /Applications/Visual Studio Code.app/Contents/Resources/app/out/vs/workbench/workbench.desktop.main.js:1779 ",2021-01-05T03:33:43Z,fear
76,754370054,"(Experimental duplicate detection) Thanks for submitting this issue. Please also check if it is already covered by an existing one, like: [Word navigation not working with screen reader ()]( <! score: 0.787 [重庆双桥区医保取现提现20201219 1915 ()]( <! score: 0.708 [重庆北碚区京东白条取现提现20201219 1952 ()]( <! score: 0.684 [重庆大渡口区京东白条取现提现20201219 1958 ()]( <! score: 0.628 [重庆双桥区医保取现20201219 1933 ()]( <! score: 0.604 <! potential_duplicates_comment ",2021-01-05T03:37:45Z,joy
78,754373926," Having this in keybinding.json just works for me json { ""key"": ""shift+alt+h"", ""command"": ""editor.showCallHierarchy"", ""when"": ""editorHasCallHierarchyProvider && editorTextFocus && !inReferenceSearchEditor"" } I confirm this worked the way I expected. Thank you for your patience",2021-01-05T03:50:02Z,anger
79,754388438,Can you provide the contents of the Git Output panel when you first open the folder?,2021-01-05T04:35:25Z,neutral
80,754390539,"This is already supported today, as VS Code relies on your configured Git authentication.",2021-01-05T04:41:23Z,anger
81,754393451," A few questions: What version of PowerShell is this? (open a PowerShell console and type $PSVersionTable) Do you have any antivirus software on your machine that could be blocking PowerShell? Did this just start happening recently? (did this work before?) Are you opening a folder? Is that folder a network drive/UNC path? 1 PowerShell Version is 4.0 2 I have not any Antivirus on my System. 3It was working fine but from 34 days this is happening. 4No, I am opening a recent project, which on I was working recently.",2021-01-05T04:49:41Z,neutral
82,754396921,"<! 6d457af996bd47a8a0e8ecf120dfffc1 This feature request is now a candidate for our backlog. The community has 60 days to [upvote]( the issue. If it receives 20 upvotes we will move it to our backlog. If not, we will close it. To learn more about how we handle feature requests, please see our [documentation]( Happy Coding!",2021-01-05T04:59:30Z,joy
83,754397320,"You can enable this behavior today in git, by setting merge.autoStash or rebase.autoStash in your git config. If we were to add this explicitly to git pull we should use the autoStash option to provide the behavior, rather than implementing it ourselves. I also, related to I think we should adopt [discardchanges]( for force, and maybe also use [merge]( for smart (although merge would probably have a slightly different behavior in the case where the stash pop fails).",2021-01-05T05:00:29Z,neutral
84,754397946,"(Experimental duplicate detection) Thanks for submitting this issue. Please also check if it is already covered by an existing one, like: [The terminal process failed to launch ()]( <! score: 0.876 [will not update ()]( <! score: 0.662 [Not using installed extensions ()]( <! score: 0.66 [Image File Not Showing ()]( <! score: 0.653 [output ()]( <! score: 0.65 <! potential_duplicates_comment ",2021-01-05T05:02:24Z,anger
85,754398210,Nothing special about the SVGs and I've never seen them disappear like that before.,2021-01-05T05:03:08Z,fear
86,754398240,"It looks like you're using the VS Code Issue Reporter but did not paste the text generated into the created issue. We've closed this issue, please open a new one containing the text we placed in your clipboard. Happy Coding!",2021-01-05T05:03:14Z,joy
87,754398888," Did you have the x64 insiders installed before on this device ? What is the output of codeinsiders verbose ? Yes I think I did have a intel version of the insider VSCode installed previously but I have uninstalled it beforehand to install the arm version of VSCode insider And since I cannot open VSCode insider to install the VSCode command to my PATH, this command cannot be run (not found)",2021-01-05T05:05:10Z,neutral
88,754400644,Visual Studio now has vertical tabs. Make it happen! Specifically tabs on the right. How can it be enabled?,2021-01-05T05:10:44Z,neutral
89,754401683,And btw I just saw the someone mentioned this issue and after removing the .VSCodeinsiders/ folder in my home directory and reinstall VSCode insider I can now open the application now,2021-01-05T05:13:55Z,fear
90,754416420,"(Experimental duplicate detection) Thanks for submitting this issue. Please also check if it is already covered by an existing one, like: [Cannot enable brackets matching for .log files even when ""editor.matchBrackets"": true is set for that language ()]( <! score: 0.508 [Auto closing brackets should try to balance brackets ()]( <! score: 0.489 <! potential_duplicates_comment ",2021-01-05T05:55:24Z,fear
91,754420804,I've merged this now thanks for the fix!!,2021-01-05T06:06:40Z,joy
103,754430070,"/needsMoreInfo please use the newlyadded bisect command to determine if one of your extensions is causing the problem. If no extension is implicated, add more details for how to reproduce the issue. Screenshots and videos can be pasted. ",2021-01-05T06:29:03Z,fear
104,754430324,Thanks for creating this issue! We figured it's missing some basic information or in some other way doesn't follow our [issue reporting]( guidelines. Please take the time to review these and update the issue. Happy Coding!,2021-01-05T06:29:41Z,joy
105,754431831,Same problem here.,2021-01-05T06:33:10Z,neutral
107,754440956," Thanks for your efforts to have this feature merged. I am already using and loving it. Just wondering if there is option to change the tab height? it looks like tab height is too much on mac version. Also the tabs are not equal size, it makes the file selection a bit confusing. And the last line of tabs is in justified text alignment mode, so a single tab or 2 tabs cover the whole line. Is there an option to have left aligned tabs and leave empty space on the right?",2021-01-05T06:53:58Z,neutral
109,754451459,Please open a discussion item for this here,2021-01-05T07:16:24Z,anger
110,754453684,"""Find in Selection"" is in the highlighted state surrounded by blue boxes, when the wrong selection occurs on the second click, the color of the blue box will be darkened. Then click the left mouse button anywhere and this blue box will disappear and the ""Find in Selection"" function will work again, but it will still only work once!!!",2021-01-05T07:20:38Z,fear
111,754454174,"I have the following issue today on Version: 1.53.0insider (user setup), Commit: a48ef56fbf7767f55a193d7d5687addd1fc9239c. When activating an editor group, additional icons may appear, changing the line wrapping of editor tabs, making the text jump, and leading to an involuntary selection of other text: ![0qNq6eyLmr]( Should I file this separately or this a good place?",2021-01-05T07:21:38Z,fear
113,754460694,Just happened again on Windows: 173 passing (48s) 14 pending 11 failing 1) vscode API terminal 2) vscode API terminal 3) vscode API terminal 4) vscode API terminal 5) vscode API terminal 6) vscode API terminal 7) vscode API terminal 8) vscode API terminal 9) vscode API terminal 10) vscode API terminal 11) vscode API terminal,2021-01-05T07:34:39Z,fear
114,754471487,"mcmanus  very cool. Yeah, the filterText is really underdocumented and something that's hard to grasp. I'll make sure our extension samples and/or docs get better",2021-01-05T07:57:39Z,joy
115,754471712,"I cannot recall why I set the ""fixedinelectron11"" label, I assume this is still an issue?",2021-01-05T07:58:05Z,sadness
116,754475608," , could you please point me to these examples?",2021-01-05T08:06:02Z,neutral
117,754477009,how about creating a multi root workspace with all the folders you want? See,2021-01-05T08:08:47Z,anger
118,754477478,Thanks for creating this issue! We figured it's missing some basic information or in some other way doesn't follow our [issue reporting]( guidelines. Please take the time to review these and update the issue. Happy Coding!,2021-01-05T08:09:42Z,joy
120,754478880,I really like the suggestion to list the editors that are still dirty after an attempted backup. Code pointer:,2021-01-05T08:12:28Z,anger
121,754479283,Let's track in,2021-01-05T08:13:16Z,neutral
122,754481057,"In today's insider build ( you can enable wrapping tabs via workbench.editor.wrapTabs: true. I suggest that if you encounter any issues, you report them as individual issues (such as and ) and keep one issue to one topic (not multiple things). That makes it easier to discuss things individually. One setting that impacts the sizing of tabs is: workbench.editor.tabSizing. Set it to shrink to stop tabs from growing large when wrapping. There is no setting to change the height of a tab otherwise. Thanks for testing this  ",2021-01-05T08:16:50Z,neutral
123,754481485," to address the challenge I suggest that we add a new optional hint autoTerminate to runInTerminal. With this debug extensions would have to ""optin"" to the feature.",2021-01-05T08:17:43Z,joy
125,754483497,Adding esp for the isInDom changes,2021-01-05T08:21:51Z,joy
126,754488303,"This issue is caused by an extension, please file it with the repository (or contact) the extension has linked in its overview in VS Code or the [marketplace]( for VS Code. See also our [issue reporting]( guidelines. Happy Coding!",2021-01-05T08:30:57Z,fear
127,754488838,Assigning based on latest comments around extension bisect not working.,2021-01-05T08:31:59Z,anger
128,754489184,We have a great developer community [over on slack]( where extension authors help each other. This is a great place for you to ask questions and find support. Happy Coding!,2021-01-05T08:32:45Z,joy
129,754490215,What do you mean?,2021-01-05T08:34:46Z,neutral
130,754491447,"This issue is caused by an extension, please file it with the repository (or contact) the extension has linked in its overview in VS Code or the [marketplace]( for VS Code. See also our [issue reporting]( guidelines. Happy Coding!",2021-01-05T08:37:17Z,fear
131,754491482,We typically do not accept PRs that change formatting.,2021-01-05T08:37:21Z,neutral
132,754491949,"This issue is caused by an extension, please file it with the repository (or contact) the extension has linked in its overview in VS Code or the [marketplace]( for VS Code. See also our [issue reporting]( guidelines. Happy Coding!",2021-01-05T08:38:25Z,fear
134,754492010,"This issue is caused by an extension, please file it with the repository (or contact) the extension has linked in its overview in VS Code or the [marketplace]( for VS Code. See also our [issue reporting]( guidelines. Happy Coding!",2021-01-05T08:38:33Z,fear
135,754492197,"Sounds to me as if code is bound to start the exe, not our script.",2021-01-05T08:38:55Z,neutral
136,754492540,Thanks for creating this issue! We figured it's missing some basic information or in some other way doesn't follow our [issue reporting]( guidelines. Please take the time to review these and update the issue. Happy Coding!,2021-01-05T08:39:40Z,joy
137,754492717,Thanks for creating this issue! We figured it's missing some basic information or in some other way doesn't follow our [issue reporting]( guidelines. Please take the time to review these and update the issue. Happy Coding!,2021-01-05T08:40:04Z,joy
138,754493036,Can someone else try to reproduce?,2021-01-05T08:40:44Z,fear
139,754493247,"Thanks for checking, I will merge this to ",2021-01-05T08:41:11Z,joy
140,754494481," that's epic, thanks for cleaning up.",2021-01-05T08:43:56Z,joy
141,754495248," the reason tabs currently grow is the following pattern that imho is a bit unpleasant otherwise: ![image]( As you can see each row would have an uneven gap on the right hand side. As a workaround, if you configure ""workbench.editor.tabSizing"": ""shrink"" tabs will have a fixed width and not grow: ![image]( ",2021-01-05T08:45:32Z,anger
142,754496549,"I am not sure it should be in the menu, but having a command to toggle is fine I guess.",2021-01-05T08:48:13Z,neutral
144,754500466,awesome!,2021-01-05T08:55:54Z,joy
145,754500681,Any thoughts here? 🤔,2021-01-05T08:56:19Z,neutral
146,754503104,Did you try/see [vscode.TextDocument.positionAt](,2021-01-05T09:00:37Z,neutral
147,754503743,no screenshots attached,2021-01-05T09:01:51Z,neutral
148,754504410," disabled 61 extensions by bisect, I was asked if it's good or bad and I pressed bad, and immediately there was a dialog telling that it was done and that no issues could have been found That's to be expected. At first it disables all extensions and when it is still bad with that then extension bisect is done because it isn't an extension issue",2021-01-05T09:03:06Z,anger
149,754506614,"So currently my VScode terminal lags as well in the sense that if I type in a command, i'll see a freeze but then after the 1 to 2 second freeze, what I was typing actually appears. Essentially there is a visual lapse. Is this still an issue? Is there any word of an update. Is this on VScode's side, terminal issue, or Big Sur issue??",2021-01-05T09:07:02Z,fear
150,754508236,"startialab thanks for the PR, but chan is correct. Since this file is auto generated we will not accept PRs. If the repo we get this grammar from is not active then please feel free to open an issue to suggest that we use a different pug grammar!",2021-01-05T09:10:03Z,neutral
151,754509569,"(Experimental duplicate detection) Thanks for submitting this issue. Please also check if it is already covered by an existing one, like: [SCM: Support input box spell checking ()]( <! score: 0.477 [\[\[\[\[\[please add\]\]\]\]\] spelling check in build inside vs code ()]( <! score: 0.465 <! potential_duplicates_comment ",2021-01-05T09:12:41Z,fear
152,754510694,"startialab It looks like that line already has enough token scopes for you to be able to color the tokens differently with theming. Example, with the One Dark Pro theme that I have installed: ![image]( ",2021-01-05T09:14:56Z,joy
153,754511223,Details on how you can do this:,2021-01-05T09:15:57Z,neutral
154,754512351,"So you would expect a context menu action after the ""Edit Condition"". ""Clear Condition""?",2021-01-05T09:18:12Z,joy
155,754512877,How can it be enabled? ![example](,2021-01-05T09:19:19Z,neutral
156,754514364,Moved to the repository that our C++ grammar comes from:,2021-01-05T09:22:20Z,sadness
157,754514506,"Sounds good, never thought about this case.",2021-01-05T09:22:37Z,joy
158,754514844,Can you please provide a copy/pastable example?,2021-01-05T09:23:16Z,neutral
159,754521928,What happens? Is there an error?,2021-01-05T09:35:55Z,neutral
160,754523417,How about making a vertical drag gesture on the bottom edge of the tabs section toggle this? Drag down on the bottom edge of a scrolling tabs section to enable wrap. Drag up on the bottom edge of a wrapping tabs section to disable wrap.,2021-01-05T09:38:30Z,anger
161,754525735,how about making them grow on every line except for the last one?,2021-01-05T09:43:07Z,anger
162,754526444,We shouldn't actually be doing any port forwarding for WSL.,2021-01-05T09:44:34Z,anger
163,754526777,"No error, but my browser is not showing anything when I try to access 127.0.0.1:31606 in my local machine. I think instead of mapping (vm)192.168.99.100:31606 (local)127.0.0.1:31606 it is mapping (remote)127.0.0.1:31606(local)127.0.0.1:31606. Note: manualling tunneling via ssh L 31606:192.168.99.100:31606 azureuser@<azureip is working, i.e., I can able to access the index.html, which indicates that my minikube service is working fine. ",2021-01-05T09:45:10Z,fear
165,754528075," this is a good idea but to my knowledge there is no CSS rule that we could leverage here because the wrapping is entirely done via the flex layout of the browser. Best we can do is control the growing for the last tab, but not all tabs of the last row. and fyi for CSS tricks maybe I am missing something here.",2021-01-05T09:47:40Z,neutral
166,754528555,I assume that the open is going through here: is there a way to not do the resolve external URI for WSL?,2021-01-05T09:48:42Z,neutral
167,754529320,"Ah, thanks for the clarification. The Ports view for SSH only supports 0.0.0.0 and localhost (or 127.0.0.1) as possible hosts for the remote.",2021-01-05T09:50:08Z,joy
168,754529411,do you need anything from me to progress this? I think the build failure was a transient one.,2021-01-05T09:50:17Z,neutral
169,754529566,"The described behavior is how it is expected to work. If you disagree, please explain what is expected and what is not in more detail. See also our [issue reporting]( guidelines. Happy Coding!",2021-01-05T09:50:37Z,neutral
170,754529717," if SSH wants to support other hosts, then the SSH extension could implement a tunnel provider.",2021-01-05T09:50:59Z,neutral
171,754533816,"Attaching the CPU profile of the vscode.git warning, which has been popping up repeatedly. git integration definitely seems slow, but not sure if it's git itself being slow or something else. [exthost840d83.cpuprofile.zip]( ",2021-01-05T09:58:31Z,neutral
172,754533828,do you have terminal.integrated.inheritEnv set? That setting can affect tasks because tasks often expect to be able to find things on the path (like npm) and that setting will often break that.,2021-01-05T09:58:32Z,neutral
173,754536543,"I am back at my desk after the holidays, so I've removed draft status from this PR.",2021-01-05T10:03:11Z,anger
174,754539931,"can this ticket be used as a feature enhancement, instead of closing it?",2021-01-05T10:08:28Z,anger
175,754540073,"Extensions can now synchronize state in globalStorage, please file an issue against them. ",2021-01-05T10:08:45Z,fear
176,754541441,I wouldn't mind a contribution! ;),2021-01-05T10:11:33Z,joy
177,754541807," Still catching up, been out on vacation.",2021-01-05T10:12:17Z,anger
178,754542156,"(Experimental duplicate detection) Thanks for submitting this issue. Please also check if it is already covered by an existing one, like: [The extension cannot be used after the update ()]( <! score: 0.485 [""file copy + rename"" scenario explorer bug on Mac OS ()]( <! score: 0.474 <! potential_duplicates_comment ",2021-01-05T10:12:58Z,fear
179,754542577,"We're not interested in this. If you want to help, I suggest to read: ",2021-01-05T10:13:44Z,neutral
180,754542853,I think the code is in Last time I checked there was also no test case for that.,2021-01-05T10:14:15Z,neutral
181,754544039,No longer using the same folder for backups for each test should help here. via,2021-01-05T10:16:33Z,neutral
182,754544654,I have disabled the test for now.,2021-01-05T10:17:45Z,neutral
183,754544841,"This is not as simple as showing all commands with args in the UI. Without better UI support users might unknowingly add keybindings to commands those need args. Since this needs thinking about UI in keybindings editor, I am not in favour of accepting this PR unless you have any thoughts to start with. FYI there is another main issue that tracks for this requirement ",2021-01-05T10:18:12Z,anger
184,754545152,"Feel free to close this as dup of if it is asking for same. Edit: Ignore above statement. Keybindings editor should show all commands that are shown in command pallette. Since Source Action... command is available from Command Palette, it shall also be available in keybindings editor.",2021-01-05T10:18:56Z,anger
185,754545294,"TBD: the test seems to be more flaky in web, this it was skipped before: ",2021-01-05T10:19:16Z,fear
186,754545738,"Yes, this is accepted as bug and it is broken from 1.47 as pointed out.",2021-01-05T10:20:11Z,fear
187,754546160,via,2021-01-05T10:21:05Z,neutral
189,754547111,"In that case, my change has fixed it.",2021-01-05T10:23:06Z,neutral
190,754548213," ok I see, thanks for explanation ",2021-01-05T10:25:21Z,joy
191,754549106,Can you show me your PATH variable?,2021-01-05T10:27:20Z,neutral
192,754550428," I think this is intentional on the part of the grammar. If you disagree that an empty PHP file shouldn't be classified as HTML, I recommend filing an issue over in this does seem a bit unexpected though. Would it make sense to have snippets look at the language the file is set to?",2021-01-05T10:29:48Z,fear
194,754551746,Did you try/see [vscode.TextDocument.positionAt]( That method is exactly what I needed haha. Thank you,2021-01-05T10:32:16Z,neutral
195,754551923,this seems to be duplicate of ?,2021-01-05T10:32:37Z,joy
196,754555946,"Just because it has been a long time coming; trying it out now and it is amazing. Seriously; this just puts the cherry right on top of VSCode. It sounds like such a simple thing for people to hound about for so long; but it really makes all the difference in the world, and it will dramatically help flow and cut down on needing to scroll and find a tab when some of us can work on 20+ tabs at once in our projects. Thanks for adding this.",2021-01-05T10:40:18Z,anger
197,754557479," close, but not quite. I just tried it, and cursor history seems to be wiped as soon as I switch tab, so that when coming back to a tab, hitting ""Cursor Undo"" always sends the cursor to the very first line of the file, instead of its previous location. ",2021-01-05T10:43:29Z,sadness
199,754560453,This sounds like something I fixed recently (4804bbcdff70b2905053bea0c8aaa19b50e0e631). Can you grab the latest Insiders build and try with that?,2021-01-05T10:49:28Z,joy
200,754561703,Is it a rendering issue? Does the underline show when reopening the editor? Can you provide the html file?,2021-01-05T10:52:18Z,neutral
201,754562271,Can you provide a scss code snippet that shows such an import?,2021-01-05T10:53:29Z,neutral
202,754562991,It's not a very nice user experience. I would expect to be able to define a template snippet for an empty PHP file and be able to insert it. An empty dropdown for something I've literally just added through the GUI makes it look broken. Is there a work around?,2021-01-05T10:55:09Z,joy
203,754567814,"We get the list of valid properties from MDN. textstroke is not documented as it is not part of any W3C spec. For that reason it probably should not be used. To tell VSCode to not warn about textstroke, use the setting css.lint.validProperties. ",2021-01-05T11:04:33Z,fear
204,754568888,VSCode was not able to access ' Maybe a connection or proxy issue?,2021-01-05T11:06:37Z,joy
205,754572570," my mistake, I created a duplicate of this issue this morninig. I will close this one since the other one has more comments ",2021-01-05T11:14:18Z,anger
206,754574111," If you plan to work on the PR again, maybe it's better to start a new one. Something is off. As mentioned, revert the changes to folding.ts, but add the code to select the provider in SyntaxRangeProvider.",2021-01-05T11:17:37Z,neutral
207,754575532,Folding ranges inside a line is We currently have no plans to support that.,2021-01-05T11:20:34Z,neutral
208,754575734,Edit: the problem was the Code Runner extension in VSCode. Disabling it or running script in terminal does the job.,2021-01-05T11:20:56Z,fear
209,754576321," Is there anything we could do on our side, like detect this case somehow and proactively inform users that the renderer has entered accessibiliy mode or something like that??",2021-01-05T11:22:06Z,neutral
210,754581710,"We updated the version of the HTML formatter which is jsbeautify. Can you try if ""html.format.templating"": true solves the problem? ",2021-01-05T11:33:39Z,neutral
211,754587994,This issue has been closed automatically because it needs more information and has not had recent activity. See also our [issue reporting]( guidelines. Happy Coding!,2021-01-05T11:48:07Z,joy
212,754588128,"Hey , this issue might need further attention. , you can help us out by closing this issue if the problem no longer exists, or adding more information.",2021-01-05T11:48:24Z,neutral
213,754588642," the current implementation is purely internal and uses a hardcoded heuristic: it tries to find all ""variables"" in a source line and matches them against variables in the Variables view. This works for ""normal"" languages but not for ""strange"" languages (like assembler). Currently I'm trying to openup this internal implementation by proving an extension API. See ",2021-01-05T11:49:32Z,anger
214,754589329,It seems to have fixed the issue. Thanks!,2021-01-05T11:51:06Z,neutral
